Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
SLC35A3	1p21.2	8.02	7.98	0.93	1.04	0.03	0.749	0.867	(A) Black or African American
RASSF2	20p13	8.23	8.27	1.13	1.04	-0.04	0.749	0.867	(B) White
PXMP4	20q11.22	8.22	8.27	1.40	1.34	-0.05	0.749	0.867	(B) White
PCDHGA4	5q31.3	3.09	3.04	1.63	1.57	0.06	0.749	0.867	(A) Black or African American
DDX3X	Xp11.4	12.48	12.50	0.58	0.56	-0.02	0.749	0.867	(B) White
CYB5R2	11p15.4	8.06	8.10	1.08	1.17	-0.04	0.749	0.867	(B) White
EVA1A	2p12	7.39	7.43	1.36	1.25	-0.05	0.749	0.867	(B) White
SYDE1	19p13.12	7.58	7.61	0.98	0.99	-0.04	0.750	0.867	(B) White
TBC1D19	4p15.2	6.90	6.88	0.66	0.64	0.02	0.750	0.867	(A) Black or African American
TNFRSF10A	8p21.3	5.96	6.01	1.39	1.19	-0.05	0.750	0.867	(B) White
BPGM	7q33	9.00	8.98	0.56	0.60	0.02	0.750	0.868	(A) Black or African American
CREBRF	5q35.1	7.15	7.19	1.11	0.94	-0.04	0.750	0.868	(B) White
FANCI	15q26.1	9.91	9.89	0.58	0.68	0.02	0.750	0.868	(A) Black or African American
IP6K3	6p21.31	2.84	2.78	1.61	1.57	0.06	0.750	0.868	(A) Black or African American
RBM10	Xp11.3	11.07	11.05	0.46	0.37	0.02	0.750	0.868	(A) Black or African American
NMNAT1	1p36.22	7.98	8.00	0.51	0.61	-0.02	0.751	0.868	(B) White
GZMM	19p13.3	4.34	4.40	1.58	1.52	-0.06	0.751	0.868	(B) White
SERGEF	11p15.1	8.28	8.25	0.87	0.95	0.03	0.751	0.868	(A) Black or African American
FANK1	10q26.2	7.15	7.09	1.82	1.57	0.06	0.751	0.868	(A) Black or African American
CLEC7A	12p13.2	5.82	5.77	1.34	1.35	0.05	0.751	0.868	(A) Black or African American
MDP1	14q12	7.56	7.53	0.76	0.63	0.03	0.751	0.868	(A) Black or African American
RGS6	14q24.2	4.26	4.33	1.95	2.02	-0.07	0.751	0.868	(B) White
HSP90AB4P	15q21.3	0.94	0.97	0.74	0.88	-0.03	0.751	0.868	(B) White
DPYSL2	8p21.2	9.25	9.21	1.19	1.13	0.04	0.751	0.868	(A) Black or African American
CALCOCO2	17q21.32	10.15	10.13	0.58	0.49	0.02	0.751	0.868	(A) Black or African American
TPPP	5p15.33	6.40	6.33	2.04	1.83	0.07	0.751	0.868	(A) Black or African American
MORF4	4q34.1	1.94	1.91	0.72	0.73	0.03	0.752	0.869	(A) Black or African American
PLOD2	3q24	10.72	10.68	1.19	1.32	0.04	0.752	0.869	(A) Black or African American
TRMT10A	4q23	7.46	7.44	0.61	0.72	0.02	0.752	0.869	(A) Black or African American
TOMM40L	1q23.3	7.93	7.97	1.21	1.12	-0.04	0.752	0.869	(B) White
FAM167A	8p23.1	6.03	5.96	1.98	1.90	0.07	0.752	0.869	(A) Black or African American
ADAMTS10	19p13.2	5.99	6.04	1.36	1.36	-0.05	0.752	0.869	(B) White
TMOD1	9q22.33	9.16	9.12	1.36	1.19	0.05	0.752	0.869	(A) Black or African American
F11R	1q23.3	12.56	12.54	0.74	0.73	0.03	0.752	0.869	(A) Black or African American
ZNF184	6p22.1	8.07	8.09	0.62	0.63	-0.02	0.752	0.869	(B) White
ZNF608	5q23.2	8.65	8.70	1.42	1.32	-0.05	0.752	0.869	(B) White
MRPL41	9q34.3	9.66	9.63	1.09	0.88	0.04	0.753	0.869	(A) Black or African American
P4HTM	3p21.31|3p21.3	10.06	10.03	0.66	0.77	0.02	0.753	0.869	(A) Black or African American
IL3RA	Xp22.33 and Yp11.2	6.68	6.65	1.02	0.90	0.04	0.753	0.869	(A) Black or African American
RNF11	1p32.3	10.59	10.61	0.52	0.63	-0.02	0.753	0.869	(B) White
GSK3A	19q13.2	11.01	10.99	0.51	0.34	0.02	0.753	0.869	(A) Black or African American
WEE2	7q34	0.76	0.73	0.74	0.69	0.03	0.753	0.869	(A) Black or African American
PTK7	6p21.1	12.08	12.06	0.58	0.65	0.02	0.753	0.869	(A) Black or African American
PCDHGB7	5q31.3	4.71	4.78	2.19	1.89	-0.08	0.753	0.869	(B) White
TMEM101	17q21.31	9.55	9.64	2.38	2.18	-0.08	0.753	0.869	(B) White
JOSD2	19q13.33	8.24	8.20	1.07	0.74	0.04	0.753	0.869	(A) Black or African American
GINS2	16q24.1	8.21	8.18	0.87	0.98	0.03	0.753	0.869	(A) Black or African American
ADGRG3	16q21	4.52	4.59	1.91	1.64	-0.07	0.753	0.869	(B) White
FRMD5	15q15.3	3.45	3.38	1.97	1.97	0.07	0.753	0.869	(A) Black or African American
FBXL14	12p13.33	9.50	9.48	0.56	0.58	0.02	0.753	0.869	(A) Black or African American
BICDL1	12q24.23	8.33	8.37	1.21	0.93	-0.04	0.753	0.869	(B) White
ARIH1	15q24.1	10.20	10.22	0.46	0.39	-0.02	0.753	0.869	(B) White
GBA3	4p15.2	2.61	2.53	2.23	2.27	0.08	0.754	0.869	(A) Black or African American
PMS2P3	7q11.23	5.64	5.61	0.66	0.70	0.02	0.754	0.870	(A) Black or African American
TNFRSF14	1p36.32	10.01	10.05	1.14	1.10	-0.04	0.754	0.870	(B) White
EBLN2	3p13	3.24	3.28	1.30	1.08	-0.04	0.754	0.870	(B) White
PAK4	19q13.2	10.99	11.02	0.78	0.50	-0.03	0.754	0.870	(B) White
ABCC6	16p13.11	5.45	5.52	1.87	1.75	-0.07	0.754	0.870	(B) White
GHRL	3p25.3	2.84	2.88	1.23	1.28	-0.04	0.754	0.870	(B) White
DNAI2	17q25.1	3.53	3.65	3.28	3.24	-0.12	0.754	0.870	(B) White
RPLP2	11p15.5	14.31	14.28	0.88	0.74	0.03	0.754	0.870	(A) Black or African American
CCDC106	19q13.42	9.08	9.06	0.78	0.70	0.03	0.754	0.870	(A) Black or African American
EVL	14q32.2	10.79	10.76	0.68	0.73	0.02	0.754	0.870	(A) Black or African American
FLYWCH2	16p13.3	9.60	9.62	0.69	0.63	-0.02	0.755	0.870	(B) White
ZNF354B	5q35.3	6.60	6.58	0.76	0.85	0.03	0.755	0.870	(A) Black or African American
PIGH	14q24.1	8.37	8.35	0.69	0.63	0.02	0.755	0.870	(A) Black or African American
DCAF16	4p15.31	9.62	9.60	0.59	0.58	0.02	0.755	0.870	(A) Black or African American
KITLG	12q21.32	8.03	8.08	1.60	1.46	-0.06	0.755	0.870	(B) White
GAREM1	18q12.1	6.69	6.73	1.09	0.92	-0.04	0.755	0.870	(B) White
PIGV	1p36.11	8.37	8.35	0.68	0.59	0.02	0.755	0.870	(A) Black or African American
TBX20	7p14.2	1.19	1.24	1.37	1.37	-0.05	0.755	0.870	(B) White
METTL14	4q26	7.67	7.70	0.64	0.69	-0.02	0.756	0.871	(B) White
CD7	17q25.3	7.01	6.96	1.61	1.64	0.06	0.756	0.871	(A) Black or African American
UBL7	15q24.1	10.28	10.30	0.62	0.46	-0.02	0.756	0.871	(B) White
FRK	6q22.1	6.21	6.17	1.23	1.17	0.04	0.756	0.871	(A) Black or African American
ALDH3A2	17p11.2	11.19	11.15	0.92	0.92	0.03	0.756	0.871	(A) Black or African American
SDHAF3	7q21.3	8.63	8.66	0.81	0.65	-0.03	0.756	0.871	(B) White
IPO8	12p11.21	10.22	10.24	0.47	0.53	-0.02	0.756	0.871	(B) White
TNNI2	11p15.5	2.45	2.40	1.50	1.64	0.05	0.756	0.871	(A) Black or African American
C21ORF58	21q22.3	8.36	8.40	1.25	1.19	-0.04	0.756	0.871	(B) White
MT1DP	16q13	1.82	1.87	1.35	1.34	-0.05	0.756	0.871	(B) White
GNAT2	1p13.3	1.30	1.33	0.91	0.94	-0.03	0.756	0.871	(B) White
HUNK	21q22.11	7.58	7.52	1.81	1.81	0.06	0.756	0.871	(A) Black or African American
TMEM74	8q23.1	1.97	1.92	1.40	1.46	0.05	0.757	0.871	(A) Black or African American
CYB561D1	1p13.3	7.67	7.65	0.72	0.64	0.02	0.757	0.871	(A) Black or African American
TRIM29	11q23.3	7.86	7.78	2.41	2.33	0.08	0.757	0.871	(A) Black or African American
CST6	11q13.1	4.98	4.91	2.14	2.05	0.07	0.757	0.871	(A) Black or African American
PROB1	5q31.2	4.91	4.95	1.14	1.02	-0.04	0.757	0.871	(B) White
TOR3A	1q25.2	10.58	10.56	0.68	0.60	0.02	0.757	0.871	(A) Black or African American
FAM76B	11q21	8.34	8.37	0.70	0.75	-0.02	0.757	0.871	(B) White
AKR1C1	10p15.1	5.71	5.80	2.81	2.51	-0.10	0.757	0.872	(B) White
FYB2	1p32.2	5.70	5.63	2.17	1.84	0.07	0.757	0.872	(A) Black or African American
RABGAP1L	1q25.1	7.21	7.18	0.80	0.75	0.03	0.758	0.872	(A) Black or African American
MLF2	12p13.31	12.53	12.51	0.52	0.41	0.02	0.758	0.872	(A) Black or African American
FAM90A1	12p13.31	4.75	4.82	2.23	1.74	-0.07	0.758	0.872	(B) White
OSBPL6	2q31.2	4.60	4.67	2.09	2.25	-0.07	0.758	0.872	(B) White
NPFF	12q13.13	3.81	3.85	1.25	1.23	-0.04	0.758	0.872	(B) White
MTRF1	13q14.11	7.00	7.03	0.60	0.63	-0.02	0.758	0.872	(B) White
RSC1A1	1p36.21	6.94	6.98	1.10	0.78	-0.04	0.758	0.872	(B) White
PDGFC	4q32.1	9.34	9.30	1.02	0.90	0.03	0.759	0.873	(A) Black or African American
AGPS	2q31.2	9.97	10.00	0.72	0.76	-0.03	0.759	0.873	(B) White
ZNF433	19p13.2	7.01	7.05	0.98	0.74	-0.03	0.759	0.873	(B) White
SPNS3	17p13.2	3.61	3.67	1.58	1.39	-0.05	0.759	0.873	(B) White
NUDT10	Xp11.22	4.27	4.21	1.76	1.76	0.06	0.759	0.873	(A) Black or African American
SPRR1B	1q21.3	2.20	2.30	2.77	2.92	-0.10	0.759	0.873	(B) White
LRRC3B	3p24.1	3.11	3.20	2.44	2.37	-0.08	0.759	0.873	(B) White
UBXN8	8p12	7.42	7.45	0.85	0.73	-0.03	0.759	0.873	(B) White
MASP2	1p36.22	3.10	3.06	1.05	1.14	0.04	0.759	0.873	(A) Black or African American
MAP3K19	2q21.3	3.95	3.84	3.02	2.81	0.10	0.759	0.873	(A) Black or African American
PDPN	1p36.21	7.30	7.36	1.58	1.65	-0.06	0.759	0.873	(B) White
JADE1	4q28.2	9.63	9.61	0.64	0.57	0.02	0.759	0.873	(A) Black or African American
GCC2	2q12.3	9.71	9.74	0.82	0.77	-0.03	0.759	0.873	(B) White
TERF1	8q21.11	9.28	9.26	0.61	0.66	0.02	0.760	0.873	(A) Black or African American
MFNG	22q13.1	7.32	7.36	1.03	1.02	-0.04	0.760	0.873	(B) White
DHX30	3p21.31	11.18	11.17	0.41	0.49	0.01	0.760	0.873	(A) Black or African American
BDH2	4q24	9.68	9.71	0.79	0.69	-0.03	0.760	0.873	(B) White
ANGEL2	1q32.3	9.17	9.19	0.56	0.66	-0.02	0.760	0.873	(B) White
STX18	4p16.3-p16.2	11.24	11.29	1.49	1.35	-0.05	0.760	0.873	(B) White
GRIA4	11q22.3	2.52	2.47	1.35	1.77	0.05	0.760	0.873	(A) Black or African American
ASCC2	22q12.2	10.70	10.72	0.55	0.46	-0.02	0.760	0.873	(B) White
PRRX2	9q34.11	6.39	6.31	2.43	2.10	0.08	0.760	0.873	(A) Black or African American
USP32	17q23.1-q23.2	9.44	9.47	0.63	0.48	-0.02	0.760	0.873	(B) White
PLAC8	4q21.22	5.16	5.22	1.68	1.77	-0.06	0.760	0.873	(B) White
REEP4	8p21.3	9.65	9.67	0.67	0.62	-0.02	0.760	0.873	(B) White
MRPL42P5	15q15.1	2.59	2.56	1.02	1.11	0.04	0.760	0.873	(A) Black or African American
ADGRL3	4q13.1	5.36	5.28	2.52	2.51	0.09	0.761	0.873	(A) Black or African American
UQCRHL	1p36.21	8.69	8.63	1.87	1.36	0.06	0.761	0.873	(A) Black or African American
NHLRC4	16p13.3	6.27	6.20	1.80	1.66	0.06	0.761	0.874	(A) Black or African American
TOR4A	9q34.3	8.73	8.68	1.39	1.36	0.05	0.761	0.874	(A) Black or African American
DUSP27	1q24.1	1.84	1.76	2.21	2.02	0.07	0.761	0.874	(A) Black or African American
PSMG3-AS1	7p22.3	6.09	6.12	1.10	1.04	-0.04	0.761	0.874	(B) White
AKAP9	7q21.2	9.78	9.81	0.75	0.70	-0.03	0.762	0.874	(B) White
TMEM69	1p34.1	9.49	9.51	0.45	0.51	-0.02	0.762	0.874	(B) White
BNIP1	5q35.1	7.91	7.89	0.59	0.50	0.02	0.762	0.875	(A) Black or African American
F2R	5q13.3	8.88	8.92	0.99	0.98	-0.03	0.762	0.875	(B) White
RP1L1	8p23.1	2.53	2.58	1.44	1.55	-0.05	0.762	0.875	(B) White
SYT17	16p12.3	7.06	7.11	1.54	1.41	-0.05	0.763	0.875	(B) White
MAGI2	7q21.11	6.13	6.10	1.10	1.08	0.04	0.763	0.875	(A) Black or African American
OCIAD1	4p11	11.41	11.39	0.44	0.52	0.02	0.763	0.875	(A) Black or African American
OTUB1	11q13.1	11.51	11.49	0.51	0.44	0.02	0.763	0.875	(A) Black or African American
RAD1	5p13.2	9.16	9.14	0.49	0.45	0.02	0.763	0.875	(A) Black or African American
AKAP12	6q25.1	8.92	8.86	1.70	1.66	0.06	0.763	0.875	(A) Black or African American
JAK1	1p31.3	10.99	10.97	0.81	0.81	0.03	0.763	0.875	(A) Black or African American
PAPOLA	14q32.2	12.13	12.11	0.57	0.55	0.02	0.763	0.876	(A) Black or African American
CTTNBP2NL	1p13.2	9.68	9.65	0.75	0.61	0.02	0.764	0.876	(A) Black or African American
PKP4	2q24.1	11.51	11.49	0.64	0.59	0.02	0.764	0.876	(A) Black or African American
CANX	5q35.3	13.93	13.91	0.74	0.50	0.02	0.764	0.876	(A) Black or African American
LOC440896	9p11.2	1.24	1.20	1.18	1.14	0.04	0.764	0.876	(A) Black or African American
PEX12	17q12	7.14	7.12	0.59	0.53	0.02	0.764	0.876	(A) Black or African American
CMAHP	6p22.3	5.98	6.03	1.42	1.45	-0.05	0.764	0.876	(B) White
XPNPEP2	Xq26.1	1.63	1.68	1.46	1.52	-0.05	0.764	0.876	(B) White
ABITRAM	9q31.3	8.66	8.64	0.59	0.61	0.02	0.764	0.876	(A) Black or African American
AOC2	17q21.31	4.66	4.70	1.25	1.19	-0.04	0.765	0.876	(B) White
HOXC6	12q13.13	3.92	3.83	2.61	2.82	0.09	0.765	0.876	(A) Black or African American
DUSP23	1q23.2	9.86	9.90	1.16	1.16	-0.04	0.765	0.877	(B) White
HCAR2	12q24.31	3.94	3.99	1.67	1.55	-0.06	0.765	0.877	(B) White
HCST	19q13.12	6.72	6.67	1.37	1.34	0.05	0.765	0.877	(A) Black or African American
STK11	19p13.3	10.29	10.27	0.59	0.50	0.02	0.765	0.877	(A) Black or African American
C9ORF64	9q21.32	8.17	8.20	0.92	0.77	-0.03	0.766	0.877	(B) White
SLC24A3	20p11.23	6.26	6.32	1.56	1.51	-0.05	0.766	0.877	(B) White
CHST14	15q15.1	9.40	9.38	0.63	0.59	0.02	0.766	0.877	(A) Black or African American
TMEM135	11q14.2	8.31	8.32	0.54	0.61	-0.02	0.766	0.877	(B) White
F12	5q35.3	6.46	6.51	1.67	1.59	-0.06	0.766	0.877	(B) White
MRC1	10p12.33	5.14	5.19	1.44	1.44	-0.05	0.766	0.877	(B) White
AMZ1	7p22.3	2.61	2.57	1.40	1.15	0.05	0.766	0.878	(A) Black or African American
STAC3	12q13.3	6.12	6.08	1.11	0.91	0.04	0.766	0.878	(A) Black or African American
AVIL	12q14.1	5.44	5.48	1.28	1.30	-0.04	0.766	0.878	(B) White
MTERF2	12q23.3	8.35	8.37	0.59	0.83	-0.02	0.767	0.878	(B) White
PVRIG	7q22.1	6.12	6.08	0.94	0.94	0.03	0.767	0.878	(A) Black or African American
CD46	1q32.2	11.89	11.86	0.79	0.79	0.03	0.767	0.878	(A) Black or African American
LITAF	16p13.13	11.35	11.33	0.80	0.75	0.03	0.767	0.878	(A) Black or African American
HIST1H3H	6p22.1	4.49	4.45	1.35	1.28	0.04	0.767	0.878	(A) Black or African American
TUBGCP3	13q34	8.54	8.56	0.59	0.49	-0.02	0.767	0.878	(B) White
SRBD1	2p21	8.35	8.33	0.58	0.55	0.02	0.767	0.878	(A) Black or African American
TBXAS1	7q34	7.22	7.18	1.29	1.27	0.04	0.767	0.878	(A) Black or African American
NRXN2	11q13.1	6.93	6.88	1.60	1.67	0.05	0.767	0.878	(A) Black or African American
NLRP1	17p13.2	6.88	6.93	1.53	1.29	-0.05	0.767	0.878	(B) White
LRRC52-AS1	1q23.3-q24.1	1.84	1.79	1.78	1.61	0.06	0.768	0.878	(A) Black or African American
SLC34A3	9q34.3	3.27	3.22	1.63	1.67	0.05	0.768	0.878	(A) Black or African American
TTC13	1q42.2	8.60	8.58	0.55	0.69	0.02	0.768	0.878	(A) Black or African American
KLB	4p14	3.55	3.50	1.55	1.43	0.05	0.768	0.878	(A) Black or African American
GRINA	8q24.3	12.61	12.63	0.58	0.66	-0.02	0.768	0.878	(B) White
KRT8	12q13.13	14.41	14.45	1.16	1.10	-0.04	0.768	0.878	(B) White
RGS14	5q35.3	9.05	9.08	0.88	0.77	-0.03	0.768	0.878	(B) White
KIF3C	2p23.3	8.16	8.12	1.16	1.10	0.04	0.768	0.878	(A) Black or African American
IFFO1	12p13.31	6.39	6.36	1.05	0.98	0.03	0.768	0.878	(A) Black or African American
NDUFB8	10q24.31	10.88	10.90	0.65	0.65	-0.02	0.768	0.878	(B) White
C11ORF49	11p11.2	9.97	10.00	0.69	0.55	-0.02	0.768	0.878	(B) White
SP9	2q31.1	1.71	1.63	2.16	2.18	0.07	0.768	0.878	(A) Black or African American
G3BP2	4q21.1	11.21	11.23	0.59	0.53	-0.02	0.768	0.878	(B) White
ZNF112	19q13.31	6.54	6.51	0.87	0.80	0.03	0.768	0.878	(A) Black or African American
KRT80	12q13.13	8.16	8.11	1.73	1.59	0.06	0.768	0.878	(A) Black or African American
GUSBP5	4q31.21	3.10	3.15	1.54	1.42	-0.05	0.768	0.878	(B) White
SLC9C1	3q13.2	0.70	0.72	0.72	0.88	-0.03	0.769	0.879	(B) White
RPSAP58	19p12	13.74	13.77	0.67	0.59	-0.02	0.769	0.879	(B) White
TIGD6	5q32	7.22	7.24	0.44	0.42	-0.01	0.769	0.879	(B) White
ZNF384	12p13.31	10.36	10.38	0.42	0.40	-0.01	0.769	0.879	(B) White
MEP1B	18q12.1	0.62	0.59	0.88	0.83	0.03	0.769	0.879	(A) Black or African American
PBK	8p21.1	8.49	8.52	0.95	1.17	-0.03	0.769	0.879	(B) White
GTSF1	12q13.13	1.75	1.68	2.03	1.95	0.07	0.769	0.879	(A) Black or African American
IGF2	11p15.5	10.54	10.44	3.06	2.65	0.10	0.769	0.879	(A) Black or African American
FAM166A	9q34.3	1.16	1.13	0.94	0.96	0.03	0.769	0.879	(A) Black or African American
NUDT6	4q28.1	6.27	6.25	0.78	0.68	0.03	0.770	0.879	(A) Black or African American
IGSF9	1q23.2	9.84	9.90	1.58	1.42	-0.05	0.770	0.879	(B) White
PTPN7	1q32.1	6.69	6.74	1.49	1.43	-0.05	0.770	0.879	(B) White
TMEM241	18q11.2	7.74	7.72	0.60	0.62	0.02	0.770	0.880	(A) Black or African American
NUAK1	12q23.3	7.96	7.99	0.99	1.00	-0.03	0.770	0.880	(B) White
FATE1	Xq28	1.37	1.41	1.25	1.31	-0.04	0.770	0.880	(B) White
ADRB2	5q32	3.66	3.71	1.69	1.73	-0.06	0.770	0.880	(B) White
MPC1	6q27	8.75	8.78	0.73	0.72	-0.02	0.770	0.880	(B) White
ABHD13	13q33.3	8.68	8.66	0.58	0.64	0.02	0.770	0.880	(A) Black or African American
GNB4	3q26.33	8.57	8.61	1.13	1.13	-0.04	0.771	0.880	(B) White
PTP4A1	6q12	11.47	11.45	0.59	0.78	0.02	0.771	0.880	(A) Black or African American
TMEM229B	14q24.1	7.30	7.26	1.25	1.18	0.04	0.771	0.880	(A) Black or African American
HIST1H1C	6p22.2	9.98	10.03	1.58	1.56	-0.05	0.771	0.880	(B) White
C7	5p13.1	3.34	3.25	2.62	2.36	0.08	0.771	0.880	(A) Black or African American
IPO13	1p34.1	10.02	10.04	0.39	0.45	-0.01	0.771	0.880	(B) White
SAMD9L	7q21.2	8.35	8.31	1.48	1.38	0.05	0.771	0.880	(A) Black or African American
FOXRED1	11q24.2	9.38	9.36	0.59	0.57	0.02	0.771	0.880	(A) Black or African American
CYS1	2p25.1	5.89	5.80	2.83	2.23	0.09	0.771	0.880	(A) Black or African American
PACC1	1q32.3	8.32	8.34	0.71	0.62	-0.02	0.771	0.880	(B) White
NUP160	11p11.2	9.98	10.00	0.60	0.60	-0.02	0.771	0.880	(B) White
RHBDF2	17q25.1	9.42	9.45	0.91	0.88	-0.03	0.772	0.880	(B) White
ARHGAP28	18p11.31	5.38	5.43	1.67	1.46	-0.05	0.772	0.880	(B) White
RNF26	11q23.3	10.35	10.33	0.58	0.56	0.02	0.772	0.880	(A) Black or African American
SMIM19	8p11.21	9.43	9.45	0.60	0.63	-0.02	0.772	0.880	(B) White
GGTA1P	9q33.2	7.22	7.28	1.86	1.74	-0.06	0.772	0.880	(B) White
DNAH5	5p15.2	6.28	6.35	2.33	2.02	-0.07	0.772	0.881	(B) White
KL	13q13.1	4.18	4.22	1.35	1.24	-0.04	0.772	0.881	(B) White
FOXL2NB	3q22.3	4.79	4.74	1.71	1.63	0.06	0.772	0.881	(A) Black or African American
SLCO1A2	12p12.1	2.26	2.19	2.12	1.66	0.07	0.772	0.881	(A) Black or African American
KRT23	17q21.2	9.04	9.11	2.34	2.06	-0.07	0.772	0.881	(B) White
SLC25A21	14q13.3	2.34	2.29	1.46	1.35	0.05	0.772	0.881	(A) Black or African American
PRSS36	16p11.2	5.34	5.37	1.04	0.89	-0.03	0.772	0.881	(B) White
IL18RAP	2q12.1	3.20	3.25	1.37	1.49	-0.05	0.772	0.881	(B) White
MAMDC4	9q34.3	6.95	6.99	1.24	1.17	-0.04	0.773	0.881	(B) White
BANF1	11q13.1	11.96	11.94	0.66	0.61	0.02	0.773	0.881	(A) Black or African American
BLM	15q26.1	7.92	7.90	0.80	0.82	0.03	0.773	0.881	(A) Black or African American
HORMAD1	1q21.3	1.53	1.47	2.04	2.07	0.07	0.773	0.881	(A) Black or African American
TMEM106B	7p21.3	10.24	10.27	0.73	0.90	-0.03	0.773	0.881	(B) White
LIN9	1q42.12	7.70	7.68	0.75	0.94	0.03	0.773	0.881	(A) Black or African American
TNFRSF10C	8p21.3	5.54	5.59	1.47	1.57	-0.05	0.773	0.881	(B) White
WNT16	7q31.31	1.83	1.88	1.67	1.91	-0.06	0.773	0.881	(B) White
IL20RB	3q22.3	4.43	4.39	1.18	1.23	0.04	0.773	0.881	(A) Black or African American
SLC39A8	4q24	9.38	9.42	1.30	1.49	-0.04	0.773	0.881	(B) White
SLC7A6OS	16q22.1	7.11	7.07	0.98	0.76	0.03	0.774	0.881	(A) Black or African American
MAP3K13	3q27.2	4.64	4.69	1.47	1.25	-0.05	0.774	0.881	(B) White
SIL1	5q31.2	10.25	10.28	0.84	0.73	-0.03	0.774	0.881	(B) White
TYRP1	9p23	2.29	2.36	1.99	2.00	-0.06	0.774	0.881	(B) White
GDAP2	1p12	8.41	8.42	0.47	0.47	-0.02	0.774	0.881	(B) White
XK	Xp21.1	5.91	5.86	1.53	1.77	0.05	0.774	0.881	(A) Black or African American
JKAMP	14q23.1	9.37	9.39	0.61	0.51	-0.02	0.774	0.881	(B) White
SF3B1	2q33.1	12.51	12.50	0.43	0.44	0.01	0.774	0.881	(A) Black or African American
TTC23	15q26.3	8.67	8.69	0.59	0.57	-0.02	0.774	0.881	(B) White
PHF20L1	8q24.22	9.66	9.68	0.61	0.63	-0.02	0.774	0.881	(B) White
ALDOA	16p11.2	14.65	14.67	0.62	0.65	-0.02	0.774	0.881	(B) White
CRIM1	2p22.2	9.57	9.54	0.98	0.94	0.03	0.774	0.881	(A) Black or African American
EML4	2p21	10.62	10.64	0.55	0.54	-0.02	0.774	0.881	(B) White
SEMA5B	3q21.1	6.14	6.08	2.04	1.87	0.07	0.774	0.882	(A) Black or African American
LINC01119	2p21	2.86	2.89	0.85	0.96	-0.03	0.775	0.882	(B) White
ABHD17B	9q21.13	8.41	8.39	0.64	0.63	0.02	0.775	0.882	(A) Black or African American
ATP6V0B	1p34.1	11.69	11.71	0.56	0.52	-0.02	0.775	0.882	(B) White
GNAL	18p11.21	4.53	4.49	1.35	1.24	0.04	0.775	0.882	(A) Black or African American
GNG7	19p13.3	5.65	5.60	1.54	1.42	0.05	0.775	0.882	(A) Black or African American
PRDM12	9q34.12	1.14	1.18	1.05	0.96	-0.03	0.775	0.882	(B) White
ELMOD3	2p11.2	8.36	8.34	0.52	0.53	0.02	0.775	0.882	(A) Black or African American
PCYT1B	Xp22.11	5.60	5.67	2.35	2.10	-0.07	0.775	0.882	(B) White
PNMA2	8p21.2	3.89	3.82	2.17	1.97	0.07	0.775	0.882	(A) Black or African American
TM9SF3	10q24.1	12.30	12.32	0.51	0.62	-0.02	0.775	0.882	(B) White
BRI3BP	12q24.31	7.39	7.36	0.73	0.76	0.02	0.775	0.882	(A) Black or African American
ALCAM	3q13.11	10.56	10.62	1.69	1.54	-0.05	0.775	0.882	(B) White
PHF3	6q12	10.35	10.33	0.65	0.56	0.02	0.775	0.882	(A) Black or African American
RIOK2	5q15	8.71	8.70	0.48	0.47	0.02	0.775	0.882	(A) Black or African American
ZBTB38	3q23	9.83	9.81	0.87	0.80	0.03	0.776	0.882	(A) Black or African American
VWA1	1p36.33	11.52	11.49	0.97	1.03	0.03	0.776	0.882	(A) Black or African American
KCNC1	11p15.1	1.88	1.93	1.68	1.42	-0.05	0.776	0.882	(B) White
BTBD19	1p34.1	3.16	3.12	1.40	1.25	0.04	0.776	0.882	(A) Black or African American
PMCH	12q23.2	2.21	2.26	1.60	2.11	-0.06	0.776	0.882	(B) White
ANKEF1	20p12.2	7.50	7.47	0.96	0.70	0.03	0.777	0.883	(A) Black or African American
CLDN3	7q11.23	12.28	12.24	1.40	1.48	0.05	0.777	0.883	(A) Black or African American
PI4K2B	4p15.2	9.10	9.08	0.74	0.81	0.02	0.777	0.883	(A) Black or African American
LIX1L	1q21.1	8.41	8.38	0.91	0.88	0.03	0.777	0.883	(A) Black or African American
CFAP69	7q21.13	6.75	6.79	1.48	1.29	-0.05	0.777	0.883	(B) White
CHIT1	1q32.1	4.41	4.33	2.67	2.32	0.08	0.777	0.883	(A) Black or African American
ZMAT5	22q12.2	8.78	8.81	0.78	0.68	-0.02	0.777	0.883	(B) White
CEP78	9q21.2	8.29	8.31	0.53	0.73	-0.02	0.777	0.883	(B) White
C19ORF57	19p13.12	6.09	6.04	1.46	1.39	0.05	0.777	0.883	(A) Black or African American
CYTH1	17q25.3	9.82	9.84	0.51	0.49	-0.02	0.777	0.883	(B) White
LCK	1p35.2	6.79	6.74	1.38	1.40	0.04	0.777	0.883	(A) Black or African American
CYP2A6	19q13.2	1.09	1.04	1.49	1.45	0.05	0.778	0.883	(A) Black or African American
FSTL3	19p13.3	7.77	7.81	1.40	1.16	-0.04	0.778	0.883	(B) White
DHRS1	14q12	8.85	8.87	0.68	0.70	-0.02	0.778	0.883	(B) White
SCRG1	4q34.1	1.00	0.96	1.22	1.26	0.04	0.778	0.884	(A) Black or African American
