Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
WSCD2	12q23.3	2.05	2.15	1.78	1.70	-0.10	0.692	0.870	(B) White
ATL2	2p22.2-p22.1	10.05	10.07	0.30	0.41	-0.02	0.692	0.870	(B) White
WFS1	4p16.1	10.32	10.38	0.97	0.95	-0.05	0.692	0.870	(B) White
SLC25A32	8q22.3	9.49	9.52	0.51	0.51	-0.03	0.692	0.870	(B) White
SMYD4	17p13.3	7.68	7.66	0.46	0.47	0.03	0.692	0.870	(A) Black or African American
LGALS2	22q13.1	5.50	5.40	1.87	2.03	0.11	0.693	0.870	(A) Black or African American
BRMS1	11q13.2	10.13	10.11	0.39	0.48	0.02	0.693	0.870	(A) Black or African American
PRR34-AS1	22q13.31	6.00	5.95	0.88	0.91	0.05	0.693	0.870	(A) Black or African American
PNMA2	8p21.2	5.69	5.78	1.66	1.81	-0.09	0.693	0.870	(B) White
MAGEA6	Xq28	1.81	2.00	3.24	3.59	-0.19	0.693	0.870	(B) White
GSDMD	8q24.3	10.62	10.65	0.50	0.71	-0.03	0.693	0.870	(B) White
EPDR1	7p14.1	9.13	9.06	1.24	1.49	0.07	0.693	0.870	(A) Black or African American
FAM71E1	19q13.33	5.86	5.81	0.94	0.88	0.05	0.693	0.870	(A) Black or African American
DEUP1	11q21	0.94	0.89	0.93	1.07	0.05	0.693	0.870	(A) Black or African American
RFC4	3q27.3	8.90	8.87	0.49	0.54	0.03	0.693	0.870	(A) Black or African American
SESN2	1p35.3	8.67	8.71	0.58	0.56	-0.03	0.693	0.870	(B) White
IL6ST	5q11.2	8.06	8.00	1.03	1.20	0.06	0.693	0.870	(A) Black or African American
TMSB4XP8	4q22.1	15.33	15.30	0.60	0.65	0.03	0.693	0.870	(A) Black or African American
GDF7	2p24.1	0.42	0.39	0.57	0.60	0.03	0.693	0.870	(A) Black or African American
TLR4	9q33.1	8.76	8.68	1.36	1.41	0.08	0.693	0.870	(A) Black or African American
GABRP	5q35.1	4.80	4.65	2.60	2.74	0.15	0.693	0.870	(A) Black or African American
AKT1	14q32.33	11.73	11.71	0.38	0.37	0.02	0.693	0.870	(A) Black or African American
ZNF701	19q13.41	6.36	6.41	0.81	0.96	-0.05	0.694	0.870	(B) White
ZNF585A	19q13.12	6.69	6.72	0.45	0.58	-0.03	0.694	0.870	(B) White
RETREG1	5p15.1	8.92	8.98	1.00	1.09	-0.06	0.694	0.870	(B) White
TMED9	5q35.3	12.12	12.10	0.43	0.39	0.02	0.694	0.870	(A) Black or African American
ATP10D	4p12	7.94	7.99	0.91	0.87	-0.05	0.694	0.870	(B) White
PCTP	17q22	9.44	9.41	0.54	0.61	0.03	0.694	0.870	(A) Black or African American
NTPCR	1q42.2	9.10	9.07	0.50	0.56	0.03	0.694	0.870	(A) Black or African American
IL1R2	2q11.2	6.64	6.54	1.76	1.81	0.10	0.694	0.870	(A) Black or African American
PAXX	9q34.3	9.13	9.10	0.51	0.62	0.03	0.694	0.870	(A) Black or African American
GPR89A	1q21.1	9.32	9.30	0.33	0.43	0.02	0.694	0.870	(A) Black or African American
RTN4IP1	6q21	7.81	7.84	0.58	0.54	-0.03	0.694	0.870	(B) White
RNF20	9q31.1	9.99	10.01	0.35	0.39	-0.02	0.694	0.870	(B) White
PITPNB	22q12.1	10.62	10.65	0.39	0.38	-0.02	0.694	0.870	(B) White
GCLM	1p22.1	8.31	8.34	0.52	0.55	-0.03	0.695	0.871	(B) White
TMEM184B	22q13.1	10.78	10.76	0.44	0.44	0.02	0.695	0.871	(A) Black or African American
RBFA	18q23	8.26	8.23	0.56	0.53	0.03	0.695	0.871	(A) Black or African American
SOCS6	18q22.2	9.29	9.32	0.51	0.63	-0.03	0.695	0.871	(B) White
PPAN	19p13.2	9.72	9.69	0.53	0.52	0.03	0.695	0.871	(A) Black or African American
HMGXB4	22q12.3	9.12	9.14	0.33	0.35	-0.02	0.695	0.871	(B) White
SLC35F6	2p23.3	10.12	10.14	0.41	0.39	-0.02	0.695	0.871	(B) White
PPM1J	1p13.2	4.87	4.93	1.01	0.97	-0.06	0.695	0.871	(B) White
SLC9A6	Xq26.3	8.73	8.75	0.39	0.44	-0.02	0.695	0.871	(B) White
GAS2L1	22q12.2	8.37	8.33	0.80	0.73	0.04	0.695	0.871	(A) Black or African American
PCYOX1	2p13.3	10.57	10.59	0.42	0.45	-0.02	0.695	0.871	(B) White
SHISAL2A	1p32.3	1.82	1.89	1.32	1.03	-0.07	0.696	0.871	(B) White
NDRG4	16q21	5.77	5.83	1.04	1.17	-0.06	0.696	0.871	(B) White
SVOPL	7q34	1.22	1.13	1.74	1.55	0.09	0.696	0.871	(A) Black or African American
MYOZ3	5q33.1	2.43	2.49	1.10	1.30	-0.06	0.696	0.871	(B) White
TMC5	16p12.3	10.93	10.87	0.98	0.87	0.05	0.696	0.871	(A) Black or African American
PCDHGA6	5q31.3	3.52	3.46	1.06	1.26	0.06	0.696	0.871	(A) Black or African American
DYNLRB2	16q23.2	0.71	0.67	0.80	0.77	0.04	0.696	0.871	(A) Black or African American
PARPBP	12q23.2	8.32	8.36	0.58	0.74	-0.03	0.696	0.871	(B) White
GATAD2B	1q21.3	9.43	9.41	0.37	0.45	0.02	0.696	0.871	(A) Black or African American
PAK5	20p12.2	0.48	0.42	1.18	1.12	0.06	0.696	0.871	(A) Black or African American
ENO2	12p13.31	8.67	8.74	1.28	1.12	-0.07	0.696	0.871	(B) White
METTL21A	2q33.3	8.05	8.03	0.40	0.44	0.02	0.696	0.871	(A) Black or African American
MFSD14A	1p21.2	9.81	9.83	0.35	0.43	-0.02	0.696	0.871	(B) White
RAET1L	6q25.1	3.24	3.34	1.74	1.57	-0.09	0.696	0.871	(B) White
WDR43	2p23.2	10.64	10.61	0.42	0.43	0.02	0.696	0.871	(A) Black or African American
EFCAB5	17q11.2	2.61	2.55	1.17	1.14	0.06	0.696	0.871	(A) Black or African American
ZNF473	19q13.33	8.25	8.22	0.46	0.47	0.03	0.696	0.871	(A) Black or African American
CYP46A1	14q32.2	1.61	1.55	1.18	0.95	0.06	0.696	0.871	(A) Black or African American
LYPD3	19q13.31	5.78	5.71	1.26	1.43	0.07	0.696	0.871	(A) Black or African American
B4GALT6	18q12.1	7.34	7.30	0.66	0.80	0.04	0.697	0.871	(A) Black or African American
CCL24	7q11.23	6.63	6.53	1.83	1.76	0.10	0.697	0.871	(A) Black or African American
ARMC2	6q21	5.52	5.47	0.93	0.97	0.05	0.697	0.871	(A) Black or African American
TMEM248	7q11.21	11.80	11.82	0.31	0.37	-0.02	0.697	0.872	(B) White
SLC25A44	1q22	9.34	9.32	0.34	0.38	0.02	0.697	0.872	(A) Black or African American
SLC7A11	4q28.3	8.73	8.79	1.02	1.06	-0.06	0.697	0.872	(B) White
MMAB	12q24.11	9.39	9.42	0.49	0.58	-0.03	0.697	0.872	(B) White
IL23A	12q13.3	5.20	5.12	1.30	1.44	0.07	0.698	0.872	(A) Black or African American
SPTLC2	14q24.3	10.65	10.62	0.47	0.58	0.03	0.698	0.872	(A) Black or African American
SLC19A3	2q36.3	6.57	6.68	1.94	2.07	-0.11	0.698	0.872	(B) White
MVK	12q24.11	8.80	8.84	0.62	0.54	-0.03	0.698	0.872	(B) White
CETN2	Xq28	9.91	9.94	0.55	0.55	-0.03	0.698	0.872	(B) White
HIST1H2BL	6p22.1	1.53	1.49	0.84	0.78	0.05	0.698	0.872	(A) Black or African American
MRPL42	12q22	9.87	9.90	0.47	0.54	-0.03	0.698	0.872	(B) White
PRL	6p22.3	0.74	0.68	1.09	0.92	0.06	0.698	0.872	(A) Black or African American
DPP9	19p13.3	10.82	10.84	0.33	0.36	-0.02	0.698	0.872	(B) White
EIF3J	15q21.1	10.81	10.83	0.45	0.47	-0.02	0.698	0.872	(B) White
ZHX2	8q24.13	9.02	9.06	0.67	0.59	-0.04	0.698	0.872	(B) White
ADORA2B	17p12	8.32	8.27	0.92	0.94	0.05	0.698	0.872	(A) Black or African American
CMC4	Xq28	8.15	8.18	0.61	0.66	-0.03	0.699	0.873	(B) White
GTF3C4	9q34.13	8.63	8.61	0.46	0.52	0.03	0.699	0.873	(A) Black or African American
ZBTB8OS	1p35.1	7.66	7.63	0.39	0.48	0.02	0.699	0.873	(A) Black or African American
NBPF4	1p13.3	2.78	2.91	2.39	2.15	-0.13	0.699	0.873	(B) White
FAM45A	10q26.11	8.43	8.45	0.48	0.42	-0.03	0.699	0.873	(B) White
SEPTIN7P9	10p11.1	0.60	0.57	0.60	0.55	0.03	0.699	0.873	(A) Black or African American
ITPRID1	7p14.3	1.58	1.51	1.37	1.44	0.08	0.699	0.873	(A) Black or African American
RNMT	18p11.21	9.55	9.52	0.46	0.53	0.03	0.699	0.873	(A) Black or African American
ZMYND8	20q13.12	10.67	10.63	0.72	0.72	0.04	0.699	0.873	(A) Black or African American
RAB11FIP1	8p11.23	12.33	12.37	0.74	0.77	-0.04	0.699	0.873	(B) White
FASTKD3	5p15.31	7.55	7.53	0.45	0.49	0.03	0.699	0.873	(A) Black or African American
CHMP4B	20q11.22	12.59	12.62	0.51	0.55	-0.03	0.700	0.873	(B) White
NCKIPSD	3p21.31	9.34	9.31	0.42	0.41	0.02	0.700	0.873	(A) Black or African American
MAP4	3p21.31	12.39	12.38	0.29	0.39	0.02	0.700	0.873	(A) Black or African American
STK32C	10q26.3	7.15	7.08	1.29	1.12	0.07	0.700	0.873	(A) Black or African American
AKAP1	17q22	12.11	12.08	0.54	0.49	0.03	0.700	0.873	(A) Black or African American
TRIM28	19q13.43	12.92	12.89	0.45	0.46	0.02	0.700	0.873	(A) Black or African American
SYT8	11p15.5	3.82	3.90	1.64	1.60	-0.09	0.700	0.873	(B) White
FAH	15q25.1	8.57	8.54	0.64	0.68	0.04	0.700	0.873	(A) Black or African American
SRRD	22q12.1	7.72	7.75	0.46	0.35	-0.02	0.700	0.873	(B) White
ARX	Xp21.3	1.72	1.81	1.69	1.86	-0.09	0.700	0.873	(B) White
PXYLP1	3q23	8.56	8.54	0.45	0.52	0.03	0.700	0.873	(A) Black or African American
TPSB2	16p13.3	7.35	7.46	1.95	1.81	-0.11	0.700	0.873	(B) White
TRIM16	17p12	9.95	9.91	0.74	0.80	0.04	0.700	0.873	(A) Black or African American
SPATA5	4q28.1	7.49	7.52	0.46	0.55	-0.03	0.700	0.873	(B) White
TRMT44	4p16.1	7.41	7.44	0.45	0.41	-0.02	0.700	0.873	(B) White
LGR5	12q21.1	10.17	10.07	1.72	1.90	0.10	0.700	0.873	(A) Black or African American
APBA3	19p13.3	8.11	8.08	0.46	0.47	0.03	0.701	0.873	(A) Black or African American
SMARCAD1	4q22.3	9.42	9.45	0.46	0.51	-0.03	0.701	0.873	(B) White
LOC100128573	19p13.2	0.98	0.94	0.73	0.64	0.04	0.701	0.873	(A) Black or African American
TMEM151A	11q13.2	2.84	2.93	1.58	1.74	-0.09	0.701	0.873	(B) White
COBL	7p12.1	9.87	9.83	0.69	0.76	0.04	0.701	0.873	(A) Black or African American
CRKL	22q11.21	11.00	10.98	0.44	0.37	0.02	0.701	0.873	(A) Black or African American
PDLIM1	10q23.33	12.25	12.27	0.44	0.46	-0.02	0.701	0.873	(B) White
MTMR11	1q21.2	10.07	10.01	1.00	1.11	0.06	0.701	0.874	(A) Black or African American
ATG9B	7q36.1	6.11	6.02	1.69	1.45	0.09	0.701	0.874	(A) Black or African American
BIK	22q13.2	8.29	8.23	1.08	1.18	0.06	0.701	0.874	(A) Black or African American
TRIM34	11p15.4	7.36	7.33	0.52	0.75	0.03	0.701	0.874	(A) Black or African American
TNNT1	19q13.42	3.49	3.63	2.51	2.77	-0.14	0.701	0.874	(B) White
NAGLU	17q21.2	9.68	9.71	0.40	0.50	-0.02	0.702	0.874	(B) White
GFOD2	16q22.1	9.18	9.16	0.33	0.36	0.02	0.702	0.874	(A) Black or African American
VEPH1	3q25.31-q25.32	2.33	2.40	1.28	1.42	-0.07	0.702	0.874	(B) White
ANKRD34B	5q14.1	0.48	0.52	0.73	1.07	-0.04	0.702	0.874	(B) White
SCUBE2	11p15.4	5.57	5.66	1.61	1.64	-0.09	0.702	0.874	(B) White
RASGEF1B	4q21.21	7.68	7.64	0.77	0.88	0.04	0.702	0.874	(A) Black or African American
DYNC1LI2	16q22.1	11.35	11.37	0.32	0.36	-0.02	0.702	0.874	(B) White
PRSS30P	16p13.3	2.22	2.30	1.60	1.53	-0.09	0.702	0.874	(B) White
PEX11A	15q26.1	6.96	6.93	0.60	0.70	0.03	0.702	0.874	(A) Black or African American
KLHL5	4p14	7.89	7.95	1.17	1.06	-0.06	0.702	0.874	(B) White
INHBC	12q13.3	0.61	0.64	0.59	0.68	-0.03	0.702	0.874	(B) White
C16ORF71	16p13.3	2.67	2.63	0.68	0.70	0.04	0.702	0.874	(A) Black or African American
TTK	6q14.1	8.74	8.77	0.61	0.68	-0.03	0.702	0.874	(B) White
TYSND1	10q22.1	9.37	9.34	0.58	0.57	0.03	0.702	0.874	(A) Black or African American
LINC00634	22q13.2	1.85	1.80	0.92	1.02	0.05	0.703	0.874	(A) Black or African American
SYNPO2	4q26	8.63	8.74	1.88	1.93	-0.10	0.703	0.874	(B) White
PERM1	1p36.33	4.65	4.72	1.15	1.11	-0.06	0.703	0.874	(B) White
ATP6V1H	8q11.23	9.94	9.96	0.49	0.47	-0.03	0.703	0.874	(B) White
EML4	2p21	11.27	11.30	0.43	0.40	-0.02	0.703	0.874	(B) White
TSPAN8	12q21.1	13.62	13.57	0.91	0.97	0.05	0.703	0.874	(A) Black or African American
CD101	1p13.1	4.98	4.93	0.86	0.89	0.05	0.703	0.874	(A) Black or African American
PNRC2	1p36.11	11.17	11.20	0.39	0.43	-0.02	0.703	0.874	(B) White
SAC3D1	11q13.1	8.02	7.98	0.58	0.71	0.03	0.703	0.874	(A) Black or African American
HINT1	5q23.3	12.12	12.09	0.45	0.54	0.03	0.703	0.874	(A) Black or African American
HAGH	16p13.3	9.17	9.19	0.43	0.44	-0.02	0.703	0.874	(B) White
PHF2	9q22.31	9.98	9.96	0.38	0.48	0.02	0.703	0.875	(A) Black or African American
COMMD6	13q22.2	10.67	10.70	0.53	0.71	-0.03	0.703	0.875	(B) White
FHL2	2q12.2	11.33	11.37	0.76	0.68	-0.04	0.703	0.875	(B) White
METTL2A	17q23.2	8.90	8.87	0.46	0.44	0.02	0.704	0.875	(A) Black or African American
TACC3	4p16.3	10.34	10.31	0.64	0.66	0.03	0.704	0.875	(A) Black or African American
AOC1	7q36.1	11.81	11.75	1.27	1.03	0.07	0.704	0.875	(A) Black or African American
CEP85L	6q22.31	3.36	3.42	1.15	1.13	-0.06	0.704	0.875	(B) White
POTEM	14q11.2	4.72	4.67	0.91	0.88	0.05	0.704	0.875	(A) Black or African American
TMX2	11q12.1	11.08	11.06	0.36	0.42	0.02	0.704	0.875	(A) Black or African American
SMC3	10q25.2	10.47	10.50	0.43	0.53	-0.02	0.704	0.875	(B) White
CFAP206	6q15	1.59	1.54	0.89	0.86	0.05	0.704	0.875	(A) Black or African American
YTHDF3	8q12.3	10.71	10.73	0.35	0.48	-0.02	0.705	0.875	(B) White
GATM	15q21.1	7.46	7.54	1.46	1.41	-0.08	0.705	0.875	(B) White
SPRYD3	12q13.13	10.37	10.35	0.36	0.38	0.02	0.705	0.876	(A) Black or African American
KERA	12q21.33	1.31	1.38	1.32	1.24	-0.07	0.705	0.876	(B) White
EIF2B1	12q24.31	9.96	9.98	0.25	0.26	-0.01	0.705	0.876	(B) White
C1ORF174	1p36.32	9.05	9.03	0.29	0.41	0.02	0.705	0.876	(A) Black or African American
FOXN1	17q11.2	1.73	1.66	1.39	1.37	0.07	0.705	0.876	(A) Black or African American
SP1	12q13.13	11.29	11.28	0.31	0.35	0.02	0.705	0.876	(A) Black or African American
GIGYF2	2q37.1	10.64	10.62	0.37	0.40	0.02	0.705	0.876	(A) Black or African American
C2CD4D	1q21.3	4.08	4.04	0.69	0.81	0.04	0.705	0.876	(A) Black or African American
STIMATE	3p21.1	6.94	6.92	0.42	0.54	0.02	0.705	0.876	(A) Black or African American
ZMYND11	10p15.3	10.42	10.40	0.31	0.39	0.02	0.705	0.876	(A) Black or African American
SYNGR4	19q13.33	1.78	1.85	1.28	1.39	-0.07	0.705	0.876	(B) White
RAB25	1q22	11.59	11.56	0.59	0.54	0.03	0.706	0.876	(A) Black or African American
SLC6A13	12p13.33	0.63	0.59	0.63	0.71	0.03	0.706	0.876	(A) Black or African American
EDAR	2q13	7.31	7.43	2.28	2.40	-0.12	0.706	0.876	(B) White
GTF3C6	6q21	9.53	9.57	0.74	0.71	-0.04	0.706	0.876	(B) White
UBXN2A	2p23.3	8.07	8.09	0.34	0.37	-0.02	0.706	0.876	(B) White
DRAIC	15q23	3.75	3.86	2.02	2.05	-0.11	0.706	0.876	(B) White
TMEM105	17q25.3	4.13	4.05	1.44	1.36	0.08	0.706	0.876	(A) Black or African American
PDX1	13q12.2	8.13	8.20	1.21	1.31	-0.07	0.706	0.876	(B) White
ANKRD13C	1p31.1	8.91	8.89	0.34	0.40	0.02	0.707	0.876	(A) Black or African American
MRPS12	19q13.2	9.97	10.00	0.49	0.62	-0.03	0.707	0.876	(B) White
SLCO4A1	20q13.33	10.23	10.18	0.89	0.94	0.05	0.707	0.876	(A) Black or African American
HEXIM1	17q21.31	9.71	9.68	0.48	0.59	0.03	0.707	0.876	(A) Black or African American
PADI3	1p36.13	3.10	2.97	2.45	2.59	0.13	0.707	0.877	(A) Black or African American
SYT13	11p11.2	8.97	8.86	2.04	1.85	0.11	0.707	0.877	(A) Black or African American
HTR7P1	12p13.1	5.09	5.04	0.78	0.78	0.04	0.707	0.877	(A) Black or African American
ALDH3A2	17p11.2	10.54	10.50	0.72	0.66	0.04	0.707	0.877	(A) Black or African American
SLC9A3R1	17q25.1	11.02	10.98	0.65	0.64	0.03	0.707	0.877	(A) Black or African American
MMP24	20q11.22	8.21	8.25	0.69	0.79	-0.04	0.707	0.877	(B) White
PHLDB2	3q13.2	7.33	7.42	1.58	1.38	-0.08	0.707	0.877	(B) White
GRHL1	2p25.1	6.63	6.69	1.10	1.11	-0.06	0.707	0.877	(B) White
SPIN3	Xp11.21	7.60	7.70	1.90	1.61	-0.10	0.707	0.877	(B) White
RABGGTB	1p31.1	10.02	9.99	0.44	0.53	0.02	0.707	0.877	(A) Black or African American
CATSPERD	19p13.3	0.06	0.05	0.19	0.32	0.01	0.707	0.877	(A) Black or African American
SECISBP2L	15q21.1	9.23	9.20	0.58	0.62	0.03	0.707	0.877	(A) Black or African American
GLS2	12q13.3	6.67	6.61	1.19	1.27	0.06	0.707	0.877	(A) Black or African American
TIPARP	3q25.31	9.20	9.17	0.59	0.64	0.03	0.708	0.877	(A) Black or African American
COX14	12q13.12	9.34	9.37	0.46	0.53	-0.03	0.708	0.877	(B) White
RNF26	11q23.3	10.07	10.09	0.36	0.39	-0.02	0.708	0.877	(B) White
COA4	11q13.4	10.03	10.01	0.39	0.49	0.02	0.708	0.877	(A) Black or African American
GTF2H2B	5q13.2	5.91	5.98	1.44	1.54	-0.08	0.708	0.877	(B) White
NR5A2	1q32.1	7.21	7.27	1.20	1.14	-0.06	0.708	0.877	(B) White
TNRC18	7p22.1	12.21	12.18	0.54	0.62	0.03	0.708	0.877	(A) Black or African American
STK35	20p13	10.25	10.22	0.53	0.62	0.03	0.708	0.877	(A) Black or African American
TOMM6	6p21.1	11.13	11.15	0.39	0.55	-0.02	0.708	0.877	(B) White
SLC7A10	19q13.11	1.22	1.14	1.50	1.46	0.08	0.708	0.877	(A) Black or African American
LYRM7	5q23.3-q31.1	8.59	8.62	0.44	0.56	-0.02	0.708	0.877	(B) White
GRB2	17q25.1	11.58	11.60	0.31	0.32	-0.02	0.708	0.877	(B) White
KLHL22	22q11.21	7.77	7.74	0.61	0.59	0.03	0.709	0.877	(A) Black or African American
SLC39A2	14q11.2	3.93	3.78	2.85	3.11	0.15	0.709	0.877	(A) Black or African American
NEU4	2q37.3	6.39	6.31	1.48	1.81	0.08	0.709	0.877	(A) Black or African American
SLC18A2	10q25.3	2.45	2.51	1.21	1.08	-0.06	0.709	0.878	(B) White
RHOU	1q42.13	9.25	9.30	0.79	0.81	-0.04	0.709	0.878	(B) White
ZNF681	19p12	6.31	6.41	1.88	1.87	-0.10	0.709	0.878	(B) White
CCDC85C	14q32.2	9.80	9.83	0.60	0.61	-0.03	0.709	0.878	(B) White
SHANK3	22q13.33	8.13	8.07	1.09	0.85	0.06	0.709	0.878	(A) Black or African American
HAVCR1P1	19p12	1.96	1.91	0.87	0.99	0.05	0.709	0.878	(A) Black or African American
PART1	5q12.1	3.94	3.84	1.83	2.02	0.10	0.709	0.878	(A) Black or African American
PLB1	2p23.2	5.62	5.55	1.38	1.24	0.07	0.710	0.878	(A) Black or African American
FOXN2	2p16.3	9.10	9.12	0.39	0.50	-0.02	0.710	0.878	(B) White
LOC100134368	16p13.3	2.28	2.23	0.96	0.80	0.05	0.710	0.878	(A) Black or African American
PIGH	14q24.1	8.04	8.06	0.45	0.42	-0.02	0.710	0.878	(B) White
COX10	17p12	8.70	8.72	0.44	0.46	-0.02	0.710	0.878	(B) White
UCK1	9q34.13	8.90	8.92	0.40	0.43	-0.02	0.710	0.878	(B) White
METTL23	17q25.1	8.56	8.54	0.48	0.45	0.03	0.710	0.878	(A) Black or African American
KCNE1	21q22.12	1.36	1.29	1.27	1.11	0.07	0.710	0.878	(A) Black or African American
HCN1	5p12	2.97	2.86	2.06	2.04	0.11	0.710	0.878	(A) Black or African American
CES1P1	16q12.2	2.25	2.36	2.07	2.03	-0.11	0.711	0.878	(B) White
ZNF829	19q13.12	1.59	1.64	0.99	1.06	-0.05	0.711	0.878	(B) White
SCLY	2q37.3	8.92	8.90	0.49	0.49	0.03	0.711	0.878	(A) Black or African American
AGPAT1	6p21.32	10.59	10.61	0.36	0.39	-0.02	0.711	0.878	(B) White
C5ORF56	5q31.1	5.97	6.01	0.67	0.77	-0.04	0.711	0.878	(B) White
IKBKG	Xq28	8.87	8.84	0.48	0.50	0.03	0.711	0.878	(A) Black or African American
HPGD	4q34.1	8.57	8.65	1.57	1.51	-0.08	0.711	0.878	(B) White
PEG10	7q21.3	4.59	4.70	2.04	2.24	-0.11	0.711	0.878	(B) White
VRK2	2p16.1	8.84	8.82	0.33	0.49	0.02	0.711	0.878	(A) Black or African American
C8ORF37	8q22.1	4.93	4.89	0.79	0.75	0.04	0.711	0.878	(A) Black or African American
TCTEX1D2	3q29	5.87	5.82	1.01	1.03	0.05	0.711	0.878	(A) Black or African American
AGTRAP	1p36.22	9.40	9.43	0.48	0.61	-0.03	0.711	0.878	(B) White
CDH2	18q12.1	4.60	4.71	1.99	1.91	-0.10	0.711	0.878	(B) White
C2CD4A	15q22.2	8.04	8.13	1.76	1.67	-0.09	0.711	0.878	(B) White
CTAGE10P	13q14.2	1.93	1.89	0.58	0.67	0.03	0.711	0.878	(A) Black or African American
XPA	9q22.33	7.67	7.65	0.39	0.42	0.02	0.711	0.878	(A) Black or African American
ZNF778	16q24.3	5.39	5.37	0.45	0.50	0.02	0.711	0.878	(A) Black or African American
MAL2	8q24.12	12.57	12.60	0.59	0.67	-0.03	0.711	0.878	(B) White
LMNB2	19p13.3	11.85	11.82	0.59	0.56	0.03	0.711	0.878	(A) Black or African American
E2F6	2p25.1	8.38	8.36	0.37	0.40	0.02	0.712	0.879	(A) Black or African American
PDE9A	21q22.3	8.05	8.14	1.61	1.42	-0.08	0.712	0.879	(B) White
WDR47	1p13.3	7.61	7.63	0.46	0.51	-0.02	0.712	0.879	(B) White
KRT6B	12q13.13	6.30	6.16	2.59	3.02	0.14	0.712	0.879	(A) Black or African American
STXBP4	17q22	6.08	6.12	0.68	0.59	-0.03	0.712	0.879	(B) White
SSTR2	17q25.1	3.00	3.06	1.14	1.24	-0.06	0.712	0.879	(B) White
RPS13	11p15.1	13.19	13.16	0.49	0.51	0.03	0.712	0.879	(A) Black or African American
BCL2L11	2q13	8.90	8.93	0.59	0.56	-0.03	0.712	0.879	(B) White
RNASE3	14q11.2	0.62	0.58	0.71	0.64	0.04	0.712	0.879	(A) Black or African American
ZNF131	5p12	9.05	9.03	0.33	0.38	0.02	0.712	0.879	(A) Black or African American
MFSD13A	10q24.32	7.78	7.74	0.70	0.64	0.04	0.712	0.879	(A) Black or African American
DDN	12q13.12	5.79	5.72	1.42	1.38	0.07	0.712	0.879	(A) Black or African American
FZD5	2q33.3	10.65	10.62	0.58	0.53	0.03	0.713	0.879	(A) Black or African American
DOK6	18q22.2	3.72	3.79	1.34	1.22	-0.07	0.713	0.879	(B) White
SLC3A2	11q12.3	11.85	11.88	0.48	0.51	-0.03	0.713	0.879	(B) White
TRIM44	11p13	10.18	10.15	0.55	0.63	0.03	0.713	0.880	(A) Black or African American
USP42	7p22.1	8.71	8.69	0.37	0.38	0.02	0.713	0.880	(A) Black or African American
LRIF1	1p13.3	8.66	8.63	0.56	0.89	0.03	0.713	0.880	(A) Black or African American
UBXN8	8p12	7.45	7.41	0.77	0.87	0.04	0.713	0.880	(A) Black or African American
RNF125	18q12.1	7.20	7.26	1.08	1.21	-0.06	0.714	0.880	(B) White
SLC35E1	19p13.11	10.44	10.42	0.34	0.37	0.02	0.714	0.880	(A) Black or African American
CASP6	4q25	9.82	9.85	0.55	0.62	-0.03	0.714	0.880	(B) White
HABP4	9q22.32	8.09	8.11	0.52	0.65	-0.03	0.714	0.880	(B) White
TKT	3p21.1	13.06	13.09	0.54	0.49	-0.03	0.714	0.880	(B) White
PRKCG	19q13.42	3.64	3.52	2.21	2.34	0.12	0.714	0.880	(A) Black or African American
RFX7	15q21.3	8.65	8.62	0.57	0.55	0.03	0.714	0.880	(A) Black or African American
RPS16	19q13.2	14.12	14.15	0.57	0.63	-0.03	0.714	0.880	(B) White
PCNX1	14q24.2	9.63	9.66	0.59	0.52	-0.03	0.714	0.880	(B) White
SLC24A4	14q32.12	1.76	1.81	0.97	0.97	-0.05	0.714	0.880	(B) White
VASH1	14q24.3	8.44	8.38	1.06	0.98	0.05	0.714	0.880	(A) Black or African American
ADORA1	1q32.1	4.94	5.02	1.41	1.34	-0.07	0.714	0.880	(B) White
ATOH1	4q22.2	5.43	5.29	2.63	2.62	0.14	0.715	0.880	(A) Black or African American
PLD1	3q26.31	8.93	8.97	0.66	0.75	-0.04	0.715	0.880	(B) White
TRIM31	6p22.1	10.08	9.99	1.83	1.40	0.09	0.715	0.880	(A) Black or African American
PSMD5	9q33.2	9.78	9.79	0.30	0.40	-0.02	0.715	0.881	(B) White
SCG5	15q13.3	6.14	6.23	1.67	1.63	-0.09	0.715	0.881	(B) White
PPME1	11q13.4	10.26	10.24	0.32	0.33	0.02	0.715	0.881	(A) Black or African American
KIF16B	20p12.1	9.73	9.69	0.82	0.75	0.04	0.715	0.881	(A) Black or African American
LOC100133331	1p36.33	6.74	6.69	0.92	0.85	0.05	0.715	0.881	(A) Black or African American
IL18RAP	2q12.1	3.37	3.31	1.29	1.34	0.07	0.715	0.881	(A) Black or African American
DHX8	17q21.31	10.17	10.15	0.33	0.40	0.02	0.716	0.881	(A) Black or African American
ZNF720	16p11.2	7.96	7.98	0.42	0.47	-0.02	0.716	0.881	(B) White
SNORA3B	11p15.4	0.16	0.14	0.29	0.36	0.02	0.716	0.881	(A) Black or African American
ATP1A4	1q23.2	0.43	0.40	0.52	0.60	0.03	0.716	0.881	(A) Black or African American
TRIM50	7q11.23	0.66	0.70	0.84	0.78	-0.04	0.716	0.881	(B) White
PSMD2	3q27.1	11.95	11.94	0.33	0.35	0.02	0.716	0.881	(A) Black or African American
