Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
ESRRB	14q24.3	1.82	1.90	1.28	1.32	-0.07	0.499	0.576	(B) White
SEL1L2	20p12.1	0.39	0.35	0.71	0.66	0.04	0.500	0.577	(A) Black or African American
TTBK1	6p21.1	3.01	3.09	1.39	1.40	-0.08	0.500	0.577	(B) White
C2	6p21.33	9.45	9.38	1.17	1.17	0.07	0.500	0.577	(A) Black or African American
BET1	7q21.3	9.00	9.02	0.48	0.44	-0.03	0.500	0.577	(B) White
LCE2D	1q21.3	0.07	0.03	0.77	0.27	0.04	0.500	0.577	(A) Black or African American
FBLN2	3p25.1	11.14	11.05	1.61	1.38	0.09	0.500	0.577	(A) Black or African American
SLC17A1	6p22.2	0.07	0.05	0.31	0.34	0.02	0.501	0.578	(A) Black or African American
TSPAN8	12q21.1	3.25	3.08	2.98	2.79	0.17	0.501	0.578	(A) Black or African American
PI16	6p21.2	5.09	5.26	2.88	2.87	-0.16	0.501	0.578	(B) White
DAGLA	11q12.2	7.38	7.45	1.12	0.93	-0.06	0.501	0.578	(B) White
LHFPL5	6p21.31	2.09	2.20	1.83	1.94	-0.10	0.501	0.578	(B) White
SFRP1	8p11.21	9.77	9.59	3.18	2.80	0.18	0.502	0.579	(A) Black or African American
LCE3E	1q21.3	0.09	0.06	0.53	0.50	0.03	0.502	0.579	(A) Black or African American
BMP10	2p13.3	0.04	0.03	0.16	0.16	0.01	0.502	0.579	(A) Black or African American
OR6B1	7q35	0.01	0.01	0.06	0.09	-0.00	0.502	0.579	(B) White
TTPA	8q12.3	1.85	1.93	1.58	1.52	-0.09	0.502	0.579	(B) White
AJM1	9q34.3	4.07	3.99	1.41	1.26	0.08	0.503	0.580	(A) Black or African American
BTNL2	6p21.32	0.20	0.18	0.41	0.38	0.02	0.503	0.580	(A) Black or African American
CLEC19A	16p12.3	0.07	0.09	0.34	0.28	-0.02	0.503	0.580	(B) White
CD28	2q33.2	5.67	5.75	1.49	1.39	-0.08	0.504	0.581	(B) White
LINGO1	15q24.3	7.94	8.04	1.62	1.72	-0.09	0.504	0.581	(B) White
CLDN16	3q28	0.84	0.78	1.17	1.12	0.07	0.504	0.581	(A) Black or African American
SDC2	8q22.1	10.81	10.75	1.20	1.21	0.07	0.504	0.581	(A) Black or African American
INHBA-AS1	7p14.1	1.46	1.41	0.91	0.92	0.05	0.504	0.581	(A) Black or African American
ZSCAN16	6p22.1	7.32	7.29	0.67	0.65	0.04	0.504	0.581	(A) Black or African American
NCAPG2	7q36.3	9.30	9.26	0.82	0.80	0.05	0.504	0.581	(A) Black or African American
OR5A1	11q12.1	0.01	0.01	0.07	0.16	-0.01	0.504	0.581	(B) White
SLC22A17	14q11.2	8.85	8.78	1.34	1.28	0.07	0.505	0.582	(A) Black or African American
SNORA81	3q27.3	0.70	0.66	0.73	0.68	0.04	0.505	0.582	(A) Black or African American
LOC286359	9q22.33	0.07	0.08	0.23	0.24	-0.01	0.505	0.582	(B) White
MUCL3	6p21.33	0.70	0.66	0.80	0.75	0.04	0.505	0.582	(A) Black or African American
RFC5	12q24.23	8.61	8.58	0.55	0.57	0.03	0.505	0.582	(A) Black or African American
STX11	6q24.2	6.47	6.54	1.14	1.03	-0.06	0.505	0.582	(B) White
CHRNB4	15q25.1	1.41	1.33	1.49	1.30	0.08	0.506	0.583	(A) Black or African American
CDC16	13q34	10.48	10.45	0.50	0.47	0.03	0.506	0.583	(A) Black or African American
LAIR1	19q13.42	8.74	8.68	1.10	0.97	0.06	0.507	0.584	(A) Black or African American
RALYL	8q21.2	0.63	0.55	1.45	1.36	0.08	0.507	0.584	(A) Black or African American
MAGEB2	Xp21.2	0.48	0.41	1.38	1.12	0.07	0.507	0.584	(A) Black or African American
RNF165	18q21.1	5.07	5.15	1.46	1.49	-0.08	0.507	0.584	(B) White
ZNF519	18p11.21	5.54	5.59	0.88	0.77	-0.05	0.507	0.584	(B) White
PCDH11X	Xq21.31	1.91	1.80	2.17	1.80	0.12	0.508	0.585	(A) Black or African American
TAS2R38	7q34	0.11	0.13	0.34	0.45	-0.02	0.508	0.585	(B) White
LRRC74B	22q11.21	0.46	0.41	0.83	0.75	0.05	0.508	0.585	(A) Black or African American
CBWD5	9q21.11	1.45	1.55	1.80	1.71	-0.10	0.508	0.585	(B) White
CRYGD	2q33.3	0.02	0.01	0.11	0.09	0.01	0.509	0.586	(A) Black or African American
SLC25A15	13q14.11	8.65	8.69	0.70	0.62	-0.04	0.509	0.586	(B) White
ACAD8	11q25	8.73	8.76	0.72	0.62	-0.04	0.509	0.586	(B) White
GML	8q24.3	0.04	0.03	0.18	0.13	0.01	0.509	0.586	(A) Black or African American
FOXR2	Xp11.21	0.07	0.04	0.50	0.35	0.03	0.509	0.586	(A) Black or African American
NFASC	1q32.1	7.86	7.96	1.77	1.73	-0.10	0.509	0.586	(B) White
PARP16	15q22.31	8.22	8.19	0.51	0.43	0.03	0.509	0.586	(A) Black or African American
ZNF682	19p12	6.69	6.74	0.91	0.84	-0.05	0.509	0.586	(B) White
MTHFD2	2p13.1	10.81	10.77	0.79	0.73	0.04	0.510	0.587	(A) Black or African American
MARK1	1q41	6.79	6.70	1.55	1.50	0.09	0.510	0.587	(A) Black or African American
BNIP3	10q26.3	9.77	9.72	0.99	0.83	0.05	0.510	0.587	(A) Black or African American
GTDC1	2q22.3	8.00	8.03	0.64	0.63	-0.04	0.510	0.587	(B) White
HYLS1	11q24.2	7.56	7.60	0.72	0.72	-0.04	0.510	0.587	(B) White
OR1D2	17p13.3	0.00	0.01	0.05	0.07	-0.00	0.511	0.587	(B) White
INTS14	15q22.31	10.01	10.04	0.38	0.38	-0.02	0.511	0.588	(B) White
FAHD1	16p13.3	9.38	9.42	0.64	0.58	-0.03	0.512	0.588	(B) White
TEX36-AS1	10q26.13	0.01	0.00	0.07	0.03	0.00	0.512	0.589	(A) Black or African American
EFNA5	5q21.3	8.03	7.93	1.99	1.81	0.11	0.512	0.589	(A) Black or African American
ELOA3	18q21.1	0.14	0.12	0.32	0.31	0.02	0.513	0.590	(A) Black or African American
OR1L4	9q33.2	0.05	0.06	0.16	0.23	-0.01	0.513	0.590	(B) White
TSPAN12	7q31.31	7.42	7.50	1.49	1.30	-0.08	0.513	0.590	(B) White
FAM24A	10q26.13	0.01	0.00	0.05	0.05	0.00	0.513	0.590	(A) Black or African American
GLP1R	6p21.2	2.02	2.12	1.86	1.72	-0.10	0.513	0.590	(B) White
LINC00326	6q23.2	0.08	0.06	0.34	0.30	0.02	0.513	0.590	(A) Black or African American
TRIM39	6p22.1	8.70	8.68	0.43	0.37	0.02	0.514	0.591	(A) Black or African American
SPRR3	1q21.3	1.32	1.21	2.15	2.19	0.12	0.514	0.591	(A) Black or African American
C8ORF74	8p23.1	0.02	0.01	0.11	0.11	0.01	0.514	0.591	(A) Black or African American
MAPRE1	20q11.21	11.70	11.68	0.46	0.44	0.02	0.514	0.591	(A) Black or African American
SLC35D2	9q22.32	8.59	8.62	0.57	0.47	-0.03	0.514	0.591	(B) White
TAS2R19	12p13.2	1.02	1.06	0.72	0.77	-0.04	0.515	0.592	(B) White
CTSF	11q13.2	10.54	10.60	1.00	0.97	-0.05	0.515	0.592	(B) White
GPR153	1p36.31	8.06	8.01	0.98	0.99	0.05	0.515	0.592	(A) Black or African American
MMP24	20q11.22	8.01	7.95	1.17	0.88	0.06	0.515	0.592	(A) Black or African American
GNG3	11q12.3	2.52	2.59	1.36	1.36	-0.07	0.516	0.593	(B) White
AQP7P3	9q21.11	0.58	0.63	0.77	0.89	-0.04	0.516	0.593	(B) White
FGF3	11q13.3	0.25	0.28	0.48	0.80	-0.03	0.516	0.593	(B) White
EIF2B2	14q24.3	8.98	9.01	0.42	0.42	-0.02	0.516	0.593	(B) White
FLJ12825	12q13.13	3.96	4.05	1.73	1.71	-0.09	0.516	0.593	(B) White
ERC2	3p14.3	2.64	2.71	1.28	1.26	-0.07	0.516	0.593	(B) White
FOLR2	11q13.4	6.95	7.03	1.49	1.42	-0.08	0.516	0.593	(B) White
LOC145845	15q14	0.08	0.07	0.26	0.23	0.01	0.517	0.594	(A) Black or African American
ACAN	15q26.1	5.99	5.88	2.12	1.69	0.11	0.517	0.594	(A) Black or African American
LPAR5	12p13.31	6.69	6.74	1.06	0.93	-0.06	0.517	0.594	(B) White
RIBC1	Xp11.22	5.73	5.66	1.31	1.21	0.07	0.517	0.594	(A) Black or African American
NLRP13	19q13.43	0.44	0.49	0.97	0.99	-0.05	0.517	0.594	(B) White
ITGAD	16p11.2	2.57	2.49	1.55	1.53	0.08	0.517	0.594	(A) Black or African American
NFATC1	18q23	8.65	8.59	1.09	0.91	0.06	0.517	0.594	(A) Black or African American
FZD8	10p11.21	8.14	8.06	1.51	1.33	0.08	0.518	0.594	(A) Black or African American
ALOX5AP	13q12.3	8.20	8.27	1.18	1.06	-0.06	0.518	0.594	(B) White
DSG1	18q12.1	3.08	2.92	2.97	2.73	0.16	0.518	0.594	(A) Black or African American
DPPA2P3	3q29	0.13	0.14	0.31	0.30	-0.02	0.518	0.594	(B) White
ZNF34	8q24.3	7.06	7.02	0.69	0.62	0.04	0.518	0.595	(A) Black or African American
AIF1	6p21.33	8.50	8.44	1.06	0.96	0.06	0.518	0.595	(A) Black or African American
DAP	5p15.2	11.84	11.87	0.65	0.52	-0.03	0.518	0.595	(B) White
HSPA5	9q33.3	13.92	13.95	0.55	0.53	-0.03	0.518	0.595	(B) White
TRIM49	11q14.3	0.13	0.15	0.48	0.71	-0.03	0.518	0.595	(B) White
OR3A4P	17p13.3	0.01	0.01	0.10	0.07	0.01	0.518	0.595	(A) Black or African American
IMPDH2	3p21.31	11.79	11.75	0.74	0.68	0.04	0.518	0.595	(A) Black or African American
FUNDC1	Xp11.3	8.73	8.69	0.63	0.57	0.03	0.519	0.595	(A) Black or African American
AKR7A2P1	1p13.2	1.82	1.77	0.95	0.82	0.05	0.519	0.595	(A) Black or African American
DNTT	10q24.1	0.19	0.17	0.39	0.39	0.02	0.519	0.596	(A) Black or African American
TXLNGY	Yq11.222-q11.223	0.17	0.12	0.88	0.83	0.05	0.519	0.596	(A) Black or African American
ACTA2	10q23.31	12.46	12.53	1.35	1.13	-0.07	0.519	0.596	(B) White
RRN3P3	16p12.2	5.69	5.66	0.54	0.53	0.03	0.519	0.596	(A) Black or African American
UNC80	2q34	1.62	1.53	1.65	1.66	0.09	0.519	0.596	(A) Black or African American
BTLA	3q13.2	3.85	3.74	2.02	1.79	0.11	0.520	0.596	(A) Black or African American
G0S2	1q32.2	6.80	6.71	1.64	1.98	0.09	0.520	0.596	(A) Black or African American
FMNL2	2q23.3	8.98	9.04	1.24	1.06	-0.07	0.520	0.596	(B) White
ABCC5	3q27.1	10.23	10.29	1.10	1.07	-0.06	0.520	0.596	(B) White
RAB39B	Xq28	5.24	5.14	1.71	1.84	0.09	0.520	0.596	(A) Black or African American
PDK2	17q21.33	9.49	9.54	0.84	0.82	-0.05	0.520	0.596	(B) White
PDE6C	10q23.33	0.19	0.21	0.42	0.34	-0.02	0.520	0.597	(B) White
SFTPA1	10q22.3	0.41	0.36	1.04	1.07	0.06	0.520	0.597	(A) Black or African American
CCDC169	13q13.3	2.17	2.25	1.50	1.43	-0.08	0.521	0.597	(B) White
LRRC10	12q15	0.06	0.04	0.46	0.18	0.02	0.521	0.597	(A) Black or African American
SERGEF	11p15.1	8.21	8.17	0.76	0.72	0.04	0.521	0.597	(A) Black or African American
MZT1	13q21.33	8.71	8.74	0.71	0.65	-0.04	0.521	0.597	(B) White
OR4N5	14q11.2	0.00	0.00	0.06	0.03	0.00	0.521	0.598	(A) Black or African American
ERRFI1	1p36.23	10.45	10.39	1.15	0.98	0.06	0.521	0.598	(A) Black or African American
RBM33	7q36.3	9.83	9.80	0.47	0.41	0.02	0.522	0.598	(A) Black or African American
KCNG4	16q24.1	0.13	0.11	0.40	0.44	0.02	0.522	0.598	(A) Black or African American
CTSE	1q32.1	1.29	1.20	1.59	1.66	0.09	0.522	0.598	(A) Black or African American
DEFB119	20q11.21	0.01	0.02	0.10	0.11	-0.01	0.522	0.598	(B) White
NPAP1	15q11.2	0.12	0.10	0.46	0.40	0.02	0.522	0.598	(A) Black or African American
GOLGA6B	15q24.1	1.11	1.16	0.92	0.90	-0.05	0.523	0.599	(B) White
SH3YL1	2p25.3	10.05	10.01	0.83	0.76	0.04	0.523	0.599	(A) Black or African American
SFR1	10q25.1	6.92	6.90	0.49	0.49	0.03	0.523	0.599	(A) Black or African American
ANKRD22	10q23.31	7.06	7.14	1.48	1.44	-0.08	0.523	0.599	(B) White
PITPNB	22q12.1	10.38	10.35	0.53	0.48	0.03	0.523	0.600	(A) Black or African American
UGT3A1	5p13.2	0.43	0.47	0.86	0.94	-0.05	0.524	0.600	(B) White
STX8	17p13.1	8.10	8.14	0.71	0.56	-0.04	0.524	0.600	(B) White
UBTFL1	11q14.3	0.03	0.02	0.12	0.13	0.01	0.524	0.601	(A) Black or African American
OR10T2	1q23.1	0.03	0.01	0.35	0.17	0.02	0.525	0.601	(A) Black or African American
TXK	4p12	2.83	2.75	1.50	1.35	0.08	0.525	0.602	(A) Black or African American
NGB	14q24.3	0.94	0.87	1.36	1.24	0.07	0.525	0.602	(A) Black or African American
OR2A12	7q35	0.04	0.02	0.24	0.12	0.01	0.526	0.602	(A) Black or African American
FFAR2	19q13.12	4.69	4.79	1.95	1.88	-0.10	0.526	0.602	(B) White
LINC00114	21q22.2	0.02	0.03	0.12	0.28	-0.01	0.526	0.602	(B) White
LCP1	13q14.13	11.38	11.44	1.27	1.10	-0.07	0.526	0.603	(B) White
C2ORF76	2q14.2	6.32	6.29	0.58	0.56	0.03	0.526	0.603	(A) Black or African American
THRA	17q21.1	9.22	9.27	0.94	0.82	-0.05	0.526	0.603	(B) White
MMP26	11p15.4	0.09	0.12	0.57	0.57	-0.03	0.527	0.603	(B) White
ASTL	2q11.2	1.90	1.83	1.38	1.25	0.07	0.527	0.603	(A) Black or African American
CASC15	6p22.3	4.51	4.59	1.47	1.22	-0.08	0.527	0.603	(B) White
GAGE8	Xp11	0.16	0.11	1.02	0.68	0.05	0.527	0.603	(A) Black or African American
FADS2	11q12.2	10.58	10.67	1.75	2.00	-0.10	0.527	0.603	(B) White
STAT4	2q32.2-q32.3	5.36	5.45	1.67	1.53	-0.09	0.527	0.603	(B) White
LINC01205	3q13.13	0.08	0.06	0.29	0.33	0.02	0.527	0.604	(A) Black or African American
JAML	11q23.3	6.82	6.73	1.68	1.52	0.09	0.528	0.604	(A) Black or African American
NCR2	6p21.1	0.09	0.10	0.28	0.38	-0.02	0.528	0.604	(B) White
SPN	16p11.2	7.25	7.33	1.51	1.31	-0.08	0.528	0.604	(B) White
CETN2	Xq28	10.55	10.58	0.65	0.53	-0.03	0.528	0.604	(B) White
ITPK1	14q32.12	10.71	10.67	0.76	0.71	0.04	0.529	0.605	(A) Black or African American
KDELR2	7p22.1	12.67	12.64	0.54	0.54	0.03	0.529	0.605	(A) Black or African American
SDK1	7p22.2	7.21	7.30	1.71	1.50	-0.09	0.529	0.605	(B) White
RFX2	19p13.3	6.83	6.77	1.12	1.04	0.06	0.529	0.605	(A) Black or African American
DENND2A	7q34	6.01	6.07	1.23	1.08	-0.06	0.529	0.605	(B) White
LRRC3	21q22.3	5.38	5.33	1.07	0.96	0.06	0.529	0.606	(A) Black or African American
LINC01555	1p22.3	0.68	0.72	0.78	0.81	-0.04	0.530	0.606	(B) White
SPIDR	8q11.21	10.09	10.05	0.63	0.55	0.03	0.530	0.606	(A) Black or African American
KCNJ1	11q24.3	1.24	1.19	0.98	0.94	0.05	0.530	0.606	(A) Black or African American
OR9G9	11q11	0.01	0.01	0.07	0.14	-0.00	0.530	0.606	(B) White
NXF5	Xq22.1	0.44	0.40	0.73	0.64	0.04	0.530	0.606	(A) Black or African American
ZSCAN12P1	6p22.1	5.37	5.43	1.11	1.05	-0.06	0.530	0.606	(B) White
CXCR4	2q22.1	10.65	10.59	1.14	1.05	0.06	0.530	0.606	(A) Black or African American
YIPF4	2p22.3	9.38	9.35	0.52	0.42	0.03	0.530	0.606	(A) Black or African American
GLIS2	16p13.3	9.54	9.49	0.96	0.97	0.05	0.531	0.607	(A) Black or African American
SLC9A6	Xq26.3	7.72	7.78	1.17	0.96	-0.06	0.531	0.607	(B) White
GRIP2	3p25.1	2.74	2.66	1.48	1.18	0.08	0.531	0.607	(A) Black or African American
CLNS1A	11q14.1	10.80	10.84	0.66	0.76	-0.04	0.531	0.607	(B) White
GALNT13	2q23.3-q24.1	4.00	3.89	2.22	1.96	0.11	0.531	0.607	(A) Black or African American
CNBD1	8q21.3	0.05	0.04	0.25	0.21	0.01	0.531	0.607	(A) Black or African American
MISP3	19p13.12	7.59	7.51	1.61	1.34	0.08	0.531	0.607	(A) Black or African American
LINC00882	3q13.12	2.17	2.22	1.01	0.97	-0.05	0.531	0.607	(B) White
NSMCE1	16p12.1	10.19	10.23	0.81	0.64	-0.04	0.531	0.607	(B) White
LEFTY2	1q42.12	2.91	2.78	2.51	2.02	0.13	0.532	0.608	(A) Black or African American
TUT4	1p32.3	8.54	8.61	1.38	1.12	-0.07	0.532	0.608	(B) White
TRIM53AP	11q14.3	0.05	0.06	0.24	0.30	-0.01	0.532	0.608	(B) White
SNORA23	11p15.4	0.34	0.37	0.55	0.57	-0.03	0.532	0.608	(B) White
C4ORF45	4q32.1	0.08	0.06	0.26	0.22	0.01	0.533	0.608	(A) Black or African American
ZIM3	19q13.43	0.02	0.01	0.20	0.16	0.01	0.533	0.608	(A) Black or African American
LYG2	2q11.2	0.41	0.44	0.53	0.55	-0.03	0.533	0.608	(B) White
C7ORF13	7q36.3	6.97	7.05	1.59	1.28	-0.08	0.533	0.608	(B) White
SPINK9	5q32	0.02	0.01	0.10	0.08	0.01	0.533	0.609	(A) Black or African American
MANBA	4q24	9.87	9.91	0.76	0.64	-0.04	0.533	0.609	(B) White
TTYH2	17q25.1	7.13	7.07	1.24	0.96	0.06	0.533	0.609	(A) Black or African American
PRAMEF14	1p36.21	0.02	0.03	0.18	0.16	-0.01	0.534	0.609	(B) White
SLC22A13	3p22.2	0.55	0.52	0.59	0.56	0.03	0.534	0.609	(A) Black or African American
OR1A1	17p13.3	0.00	0.00	0.03	0.06	-0.00	0.534	0.610	(B) White
NABP1	2q32.3	7.66	7.61	1.07	1.03	0.06	0.534	0.610	(A) Black or African American
MSMB	10q11.22	4.55	4.38	3.27	2.94	0.17	0.534	0.610	(A) Black or African American
MYO10	5p15.1	10.27	10.20	1.29	1.12	0.07	0.535	0.610	(A) Black or African American
NME8	7p14.1	2.10	2.16	1.23	1.19	-0.06	0.535	0.611	(B) White
IPCEF1	6q25.2	5.50	5.57	1.44	1.28	-0.07	0.535	0.611	(B) White
GC	4q13.3	0.12	0.08	0.67	0.58	0.03	0.535	0.611	(A) Black or African American
HIST1H2AA	6p22.2	0.01	0.00	0.08	0.04	0.00	0.535	0.611	(A) Black or African American
TUBA3FP	22q11.21	1.60	1.65	1.02	1.06	-0.05	0.535	0.611	(B) White
LINC02591	1q21.1	7.72	7.81	1.66	1.48	-0.08	0.536	0.611	(B) White
MVB12B	9q33.3	8.27	8.31	0.81	0.63	-0.04	0.536	0.611	(B) White
PGRMC1	Xq24	11.65	11.61	0.67	0.61	0.03	0.536	0.611	(A) Black or African American
SCML1	Xp22.13	6.80	6.72	1.39	1.25	0.07	0.536	0.612	(A) Black or African American
TMEM82	1p36.21	0.71	0.64	1.47	1.15	0.07	0.536	0.612	(A) Black or African American
DTX1	12q24.13	6.27	6.20	1.32	1.26	0.07	0.536	0.612	(A) Black or African American
CCDC102B	18q22.1-q22.2	5.88	5.93	0.84	0.82	-0.04	0.536	0.612	(B) White
CSDC2	22q13.2	4.68	4.78	1.87	1.75	-0.10	0.537	0.612	(B) White
SYT3	19q13.33	2.05	1.96	1.80	1.57	0.09	0.537	0.612	(A) Black or African American
EIF1AY	Yq11.223	0.20	0.15	1.11	0.95	0.06	0.537	0.612	(A) Black or African American
KCNK10	14q31.3	1.37	1.44	1.35	1.19	-0.07	0.537	0.613	(B) White
ORAI2	7q22.1	9.97	9.94	0.68	0.64	0.03	0.537	0.613	(A) Black or African American
OR9I1	11q12.1	0.02	0.01	0.15	0.13	0.01	0.537	0.613	(A) Black or African American
PHYHIP	8p21.3	4.32	4.24	1.58	1.33	0.08	0.537	0.613	(A) Black or African American
ST6GALNAC6	9q34.11	9.91	9.88	0.57	0.61	0.03	0.537	0.613	(A) Black or African American
SUGCT	7p14.1	5.93	5.85	1.43	1.21	0.07	0.538	0.613	(A) Black or African American
DLGAP2	8p23.3	1.58	1.64	1.22	1.10	-0.06	0.538	0.613	(B) White
LRAT	4q32.1	4.25	4.37	2.35	2.07	-0.12	0.538	0.613	(B) White
SEMA4B	15q26.1	10.94	10.99	1.04	0.82	-0.05	0.538	0.613	(B) White
NT5DC3	12q23.3	8.21	8.25	0.83	0.68	-0.04	0.538	0.613	(B) White
C11ORF45	11q24.3	5.38	5.32	1.09	0.95	0.05	0.538	0.613	(A) Black or African American
SLC12A4	16q22.1	9.42	9.45	0.72	0.69	-0.04	0.539	0.614	(B) White
TRIM61	4q32.3	1.43	1.39	0.90	0.83	0.05	0.539	0.614	(A) Black or African American
RIOX2	3q11.2	9.42	9.38	0.84	0.78	0.04	0.539	0.614	(A) Black or African American
HOXB7	17q21.32	6.91	6.98	1.35	1.27	-0.07	0.539	0.614	(B) White
TPTEP1	22q11.1	6.22	6.33	2.13	2.05	-0.11	0.539	0.614	(B) White
OR6P1	1q23.1	0.01	0.00	0.06	0.07	0.00	0.539	0.614	(A) Black or African American
HIST1H4K	6p22.1	0.37	0.35	0.43	0.47	0.02	0.539	0.615	(A) Black or African American
MCCD1	6p21.33	1.33	1.45	2.21	2.02	-0.11	0.540	0.615	(B) White
TMEM173	5q31.2	9.22	9.26	0.84	0.76	-0.04	0.540	0.615	(B) White
TREML1	6p21.1	1.79	1.74	1.00	0.97	0.05	0.540	0.615	(A) Black or African American
FLJ23867	1q25.2	9.87	9.79	1.58	1.22	0.08	0.540	0.616	(A) Black or African American
XKR6	8p23.1	2.18	2.11	1.29	1.23	0.07	0.540	0.616	(A) Black or African American
GUCA1B	6p21.1	4.39	4.45	1.34	1.07	-0.07	0.541	0.616	(B) White
OR4A47	11p11.2	0.01	0.02	0.08	0.16	-0.01	0.541	0.616	(B) White
DVL3	3q27.1	11.22	11.20	0.47	0.41	0.02	0.541	0.617	(A) Black or African American
TBC1D21	15q24.1	0.00	0.01	0.04	0.34	-0.01	0.541	0.617	(B) White
RWDD1	6q22.1	9.89	9.86	0.56	0.51	0.03	0.541	0.617	(A) Black or African American
SLC24A4	14q32.12	2.16	2.22	1.17	0.99	-0.06	0.542	0.617	(B) White
DEFB108B	11q13.4	0.00	0.00	0.05	0.02	0.00	0.542	0.617	(A) Black or African American
SPRED3	19q13.2	1.19	1.23	0.91	0.84	-0.05	0.542	0.618	(B) White
TMEM202	15q23-q24.1	0.01	0.02	0.13	0.15	-0.01	0.543	0.618	(B) White
NR4A3	9q31.1	6.09	6.17	1.58	1.60	-0.08	0.543	0.618	(B) White
ADAMTS8	11q24.3	4.10	4.00	1.94	1.87	0.10	0.543	0.618	(A) Black or African American
CUBN	10p13	4.79	4.85	1.18	0.93	-0.06	0.543	0.618	(B) White
RLN1	9p24.1	1.64	1.69	0.98	1.01	-0.05	0.543	0.619	(B) White
WNT8A	5q31.2	0.07	0.08	0.21	0.22	-0.01	0.544	0.619	(B) White
NECTIN2	19q13.32	12.08	12.12	0.76	0.75	-0.04	0.544	0.619	(B) White
PRR23C	3q23	0.02	0.01	0.14	0.11	0.01	0.544	0.619	(A) Black or African American
NAT10	11p13	10.68	10.65	0.54	0.52	0.03	0.544	0.619	(A) Black or African American
CCDC174	3p25.1	8.71	8.73	0.40	0.39	-0.02	0.544	0.619	(B) White
SNAP25	20p12.2	3.68	3.78	1.77	2.09	-0.09	0.544	0.619	(B) White
IRGM	5q33.1	0.65	0.61	0.69	0.70	0.04	0.544	0.619	(A) Black or African American
GBA3	4p15.2	0.89	0.95	1.24	1.27	-0.06	0.545	0.620	(B) White
ADGRA1	10q26.3	0.33	0.29	0.73	0.72	0.04	0.545	0.620	(A) Black or African American
CBX1	17q21.32	11.04	11.08	0.68	0.59	-0.03	0.545	0.620	(B) White
ZNF8	19q13.43	6.68	6.71	0.63	0.55	-0.03	0.545	0.620	(B) White
KRTAP4-3	17q21.2	0.01	0.01	0.05	0.07	-0.00	0.545	0.620	(B) White
CYP4F29P	21q11.2	3.25	3.37	2.20	2.21	-0.11	0.546	0.621	(B) White
CD33	19q13.41	5.88	5.83	1.06	0.98	0.05	0.546	0.621	(A) Black or African American
SNORA1	11q21	0.01	0.01	0.07	0.10	-0.00	0.546	0.621	(B) White
SYT10	12p11.1	0.50	0.55	1.08	1.09	-0.05	0.546	0.621	(B) White
GAMT	19p13.3	8.50	8.60	1.92	1.62	-0.09	0.546	0.621	(B) White
PCTP	17q22	8.72	8.67	0.85	0.77	0.04	0.546	0.621	(A) Black or African American
CHRNA4	20q13.33	0.68	0.74	1.25	1.47	-0.07	0.547	0.622	(B) White
RPS6KL1	14q24.3	6.23	6.31	1.73	1.29	-0.08	0.547	0.622	(B) White
EEF1AKMT1	13q12.11	7.23	7.20	0.67	0.57	0.03	0.547	0.622	(A) Black or African American
CA1	8q21.2	0.24	0.21	0.76	0.62	0.04	0.547	0.622	(A) Black or African American
C3ORF67	3p14.2	5.67	5.61	1.35	1.31	0.07	0.547	0.622	(A) Black or African American
SNORA21	17q12	0.17	0.19	0.33	0.37	-0.02	0.548	0.623	(B) White
MAGEB16	Xp21.1	0.13	0.15	0.53	0.71	-0.03	0.548	0.623	(B) White
OR2A14	7q35	0.07	0.08	0.19	0.22	-0.01	0.548	0.623	(B) White
PTGIS	20q13.13	8.39	8.46	1.47	1.50	-0.07	0.548	0.623	(B) White
LIN28A	1p36.11	0.83	0.92	1.86	1.98	-0.09	0.548	0.623	(B) White
WWOX	16q23.1-q23.2	7.88	7.92	0.90	1.11	-0.05	0.548	0.623	(B) White
IFIT3	10q23.31	9.92	9.84	1.47	1.39	0.07	0.549	0.624	(A) Black or African American
CYLC1	Xq21.1	0.02	0.01	0.14	0.11	0.01	0.549	0.624	(A) Black or African American
LIPI	21q11.2	0.48	0.45	0.78	0.63	0.04	0.549	0.624	(A) Black or African American
TNFAIP3	6q23.3	9.28	9.34	1.22	1.05	-0.06	0.550	0.624	(B) White
PYDC1	16p11.2	3.30	3.46	3.06	3.06	-0.15	0.550	0.624	(B) White
SLITRK1	13q31.1	1.13	1.22	1.86	1.88	-0.09	0.550	0.624	(B) White
CLU	8p21.1	13.35	13.27	1.53	1.52	0.08	0.550	0.625	(A) Black or African American
SRCIN1	17q12	8.17	8.25	1.56	1.44	-0.08	0.550	0.625	(B) White
FRG2C	3p12.3	0.42	0.45	0.68	0.90	-0.04	0.550	0.625	(B) White
FLACC1	2q33.1	1.61	1.66	1.09	1.07	-0.05	0.551	0.625	(B) White
HIST1H3E	6p22.2	5.65	5.74	1.70	1.48	-0.08	0.551	0.626	(B) White
LOC400940	2p25.2	0.98	0.91	1.40	1.28	0.07	0.551	0.626	(A) Black or African American
ST6GALNAC5	1p31.1	6.86	6.96	2.09	1.91	-0.10	0.551	0.626	(B) White
VWC2	7p12.2	0.56	0.51	1.12	0.81	0.05	0.551	0.626	(A) Black or African American
NRAP	10q25.3	0.89	0.83	1.37	1.12	0.07	0.551	0.626	(A) Black or African American
SLA2	20q11.23	5.21	5.12	1.78	1.61	0.09	0.551	0.626	(A) Black or African American
