Gene	Cytoband	(A) Asian	(B) White	(A) Asian	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
UCP1	4q31.1	0.08	0.09	0.31	0.37	-0.01	0.722	0.850	(B) White
CDC20B	5q11.2	1.68	1.60	1.79	2.12	0.08	0.722	0.850	(A) Asian
ZNF75A	16p13.3	7.96	7.93	0.63	0.66	0.03	0.722	0.851	(A) Asian
AWAT1	Xq13.1	0.24	0.26	0.53	0.66	-0.02	0.722	0.851	(B) White
ABCG8	2p21	9.73	9.63	2.55	2.70	0.10	0.723	0.851	(A) Asian
DNAJC5B	8q13.1	2.69	2.64	1.38	1.48	0.06	0.723	0.851	(A) Asian
CTDNEP1	17p13.1	10.21	10.18	0.64	0.59	0.02	0.723	0.851	(A) Asian
HTR3E	3q27.1	0.09	0.11	0.43	0.45	-0.02	0.723	0.851	(B) White
MAFF	22q13.1	9.04	9.08	1.02	1.23	-0.04	0.723	0.851	(B) White
CCDC24	1p34.1	7.01	7.06	1.13	1.02	-0.04	0.724	0.852	(B) White
PJA1	Xq13.1	8.35	8.32	0.86	0.76	0.03	0.724	0.852	(A) Asian
TRAF3IP3	1q32.2	5.81	5.76	1.42	1.24	0.05	0.724	0.852	(A) Asian
PARD6B	20q13.13	7.63	7.66	0.87	0.85	-0.03	0.724	0.852	(B) White
CYP27C1	2q14.3	3.34	3.26	1.74	1.91	0.07	0.724	0.852	(A) Asian
CACNA1I	22q13.1	2.36	2.45	2.34	2.31	-0.09	0.724	0.852	(B) White
HDAC7	12q13.11	9.41	9.37	0.97	0.96	0.04	0.724	0.852	(A) Asian
TMEM222	1p36.11	10.00	9.98	0.60	0.54	0.02	0.724	0.852	(A) Asian
ELMO2	20q13.12	9.04	9.06	0.60	0.51	-0.02	0.724	0.852	(B) White
MRPL42P5	15q15.1	2.53	2.58	1.33	1.14	-0.05	0.725	0.852	(B) White
MYADML2	17q25.3	0.99	0.95	1.03	1.10	0.04	0.725	0.852	(A) Asian
GNAT1	3p21.31	2.13	2.08	1.25	1.19	0.05	0.725	0.852	(A) Asian
OR6B2	2q37.3	0.05	0.04	0.21	0.17	0.01	0.725	0.852	(A) Asian
UBP1	3p22.3	10.31	10.33	0.51	0.50	-0.02	0.725	0.852	(B) White
CECR2	22q11.1-q11.21	6.17	6.25	2.03	2.09	-0.08	0.725	0.852	(B) White
FAM3A	Xq28	10.62	10.59	0.65	0.66	0.03	0.725	0.853	(A) Asian
FRMD4A	10p13	8.86	8.89	1.07	0.96	-0.04	0.725	0.853	(B) White
LILRA1	19q13.42	2.02	2.07	1.24	1.25	-0.05	0.725	0.853	(B) White
MEIS1	2p14	6.70	6.73	0.78	0.82	-0.03	0.725	0.853	(B) White
SLFN13	17q12	6.08	5.99	2.20	2.20	0.09	0.725	0.853	(A) Asian
KLHL13	Xq24	6.45	6.51	1.61	1.46	-0.06	0.725	0.853	(B) White
GSG1	12p13.1	0.25	0.22	0.55	0.71	0.02	0.726	0.853	(A) Asian
CAB39L	13q14.2	6.85	6.89	0.86	0.78	-0.03	0.726	0.853	(B) White
FAM111A	11q12.1	9.11	9.14	0.62	0.75	-0.03	0.726	0.853	(B) White
CYMP	1p13.3	0.02	0.03	0.13	0.21	-0.01	0.726	0.853	(B) White
BRS3	Xq26.3	0.21	0.23	0.52	0.73	-0.02	0.726	0.853	(B) White
LCE1F	1q21.3	0.08	0.06	0.38	0.27	0.01	0.726	0.853	(A) Asian
CCDC22	Xp11.23	9.24	9.22	0.52	0.47	0.02	0.726	0.853	(A) Asian
PRSS22	16p13.3	1.89	1.79	2.46	2.44	0.09	0.726	0.853	(A) Asian
MACO1	1p36.11|1p36.11	10.43	10.45	0.60	0.56	-0.02	0.726	0.853	(B) White
MAN2B1	19p13.13	11.44	11.47	0.70	0.56	-0.02	0.727	0.854	(B) White
HOXD13	2q31.1	0.54	0.49	1.37	1.23	0.05	0.727	0.854	(A) Asian
TP53	17p13.1	9.48	9.52	1.15	1.01	-0.04	0.727	0.854	(B) White
AGTR1	3q24	9.47	9.41	1.65	1.47	0.06	0.727	0.854	(A) Asian
SFTA3	14q13.3	0.05	0.07	0.41	0.37	-0.02	0.727	0.854	(B) White
RLN1	9p24.1	0.33	0.35	0.72	0.57	-0.03	0.727	0.854	(B) White
ISCA1P1	5q12.1	6.39	6.41	0.55	0.56	-0.02	0.727	0.854	(B) White
ATRNL1	10q25.3	3.94	4.04	2.80	2.78	-0.11	0.728	0.855	(B) White
RHBG	1q22	6.43	6.28	3.73	3.91	0.15	0.728	0.855	(A) Asian
ZNF705A	12p13.31	0.23	0.25	0.41	0.51	-0.02	0.728	0.855	(B) White
NCEH1	3q26.31	7.47	7.42	1.33	1.48	0.05	0.728	0.855	(A) Asian
NR2E1	6q21	0.89	0.93	1.11	1.21	-0.04	0.728	0.855	(B) White
TCEAL7	Xq22.2	3.12	3.17	1.19	1.14	-0.04	0.729	0.856	(B) White
HCRTR1	1p35.2	0.16	0.18	0.43	0.41	-0.02	0.729	0.856	(B) White
LOC284798	20p11.21	0.19	0.17	0.52	0.57	0.02	0.729	0.856	(A) Asian
FOXN4	12q24.11	3.78	3.89	2.79	2.97	-0.11	0.729	0.856	(B) White
ORC2	2q33.1	8.00	7.98	0.57	0.62	0.02	0.729	0.856	(A) Asian
WFDC6	20q13.12	0.00	0.01	0.05	0.06	-0.00	0.729	0.856	(B) White
CD300LF	17q25.1	4.77	4.82	1.34	1.33	-0.05	0.729	0.856	(B) White
OSTN	3q28	0.11	0.09	0.53	0.30	0.02	0.729	0.856	(A) Asian
SPIDR	8q11.21	9.01	8.99	0.65	0.63	0.02	0.730	0.856	(A) Asian
FOXO3B	17p11.2	8.63	8.66	0.65	0.70	-0.03	0.730	0.856	(B) White
GALT	9p13.3	10.88	10.85	0.84	0.77	0.03	0.730	0.856	(A) Asian
HSD17B1	17q21.2	5.70	5.66	0.95	0.99	0.04	0.730	0.856	(A) Asian
C14ORF28	14q21.2	6.74	6.77	0.77	0.60	-0.03	0.730	0.856	(B) White
C19ORF12	19q12	10.13	10.11	0.72	0.67	0.03	0.730	0.856	(A) Asian
RAD51B	14q24.1	4.86	4.83	0.74	0.97	0.03	0.730	0.856	(A) Asian
NUP62CL	Xq22.3	3.25	3.32	1.80	1.64	-0.07	0.730	0.856	(B) White
FAM177B	1q41	1.03	1.09	1.51	1.40	-0.06	0.730	0.856	(B) White
NCF4	22q12.3	6.75	6.80	1.32	1.25	-0.05	0.730	0.856	(B) White
TMEM134	11q13.2	9.46	9.48	0.67	0.57	-0.02	0.730	0.856	(B) White
TEAD2	19q13.33	8.67	8.73	1.56	1.29	-0.05	0.730	0.856	(B) White
LINC00654	20p12.3	3.49	3.43	1.70	1.45	0.06	0.730	0.856	(A) Asian
ARFGEF3	6q23.3-q24.1	4.41	4.50	2.57	2.52	-0.10	0.730	0.856	(B) White
IGFL3	19q13.32	0.09	0.07	0.59	0.27	0.02	0.730	0.856	(A) Asian
HABP2	10q25.3	12.37	12.46	2.58	2.46	-0.10	0.731	0.857	(B) White
ABCB11	2q31.1	7.79	7.91	3.04	3.27	-0.12	0.731	0.857	(B) White
KCTD1	18q11.2	6.96	6.99	1.08	0.93	-0.04	0.731	0.857	(B) White
C6ORF58	6q22.33	0.20	0.22	0.45	0.43	-0.02	0.731	0.857	(B) White
KAT14	20p11.23	9.47	9.45	0.49	0.46	0.02	0.731	0.857	(A) Asian
POU5F2	5q15	0.31	0.33	0.46	0.55	-0.02	0.731	0.857	(B) White
WBP2	17q25.1	12.16	12.14	0.56	0.54	0.02	0.731	0.857	(A) Asian
MYO6	6q14.1	9.78	9.82	1.00	0.96	-0.04	0.731	0.857	(B) White
ALDOC	17q11.2	10.18	10.10	1.96	1.91	0.07	0.731	0.857	(A) Asian
METTL26	16p13.3	9.65	9.62	0.78	0.81	0.03	0.731	0.857	(A) Asian
CPEB1	15q25.2	0.85	0.80	1.50	1.38	0.05	0.731	0.857	(A) Asian
YIF1A	11q13.2	11.50	11.48	0.62	0.62	0.02	0.731	0.857	(A) Asian
WIF1	12q14.3	0.99	0.92	1.97	2.01	0.08	0.731	0.857	(A) Asian
MAPK4	18q21.1-q21.2	4.33	4.23	2.77	2.58	0.10	0.731	0.857	(A) Asian
MAD2L2	1p36.22	9.62	9.59	0.90	0.76	0.03	0.731	0.857	(A) Asian
TESC	12q24.22	7.68	7.58	2.42	2.85	0.10	0.731	0.857	(A) Asian
PGF	14q24.3	7.23	7.18	1.35	1.36	0.05	0.731	0.857	(A) Asian
RCN3	19q13.33	8.19	8.15	0.97	1.01	0.04	0.732	0.857	(A) Asian
ORMDL1	2q32.2	9.38	9.37	0.49	0.40	0.02	0.732	0.857	(A) Asian
LINC00905	19p13.12	0.05	0.04	0.21	0.21	0.01	0.732	0.857	(A) Asian
PSMA8	18q11.2	0.51	0.46	1.15	1.13	0.04	0.732	0.857	(A) Asian
ROM1	11q12.3	5.84	5.81	0.91	0.83	0.03	0.732	0.857	(A) Asian
RGS11	16p13.3	2.97	2.91	1.77	1.73	0.07	0.732	0.857	(A) Asian
ALPK2	18q21.31-q21.32	7.01	7.10	2.28	2.46	-0.09	0.732	0.857	(B) White
KRT85	12q13.13	1.69	1.77	2.09	2.02	-0.08	0.732	0.857	(B) White
PPAN-P2RY11	19p13.2	1.27	1.19	2.26	2.16	0.08	0.732	0.857	(A) Asian
NUPR2	7p11.2	0.20	0.22	0.64	0.83	-0.03	0.732	0.857	(B) White
TVP23B	17p11.2	8.73	8.76	0.80	0.75	-0.03	0.732	0.857	(B) White
RASL10A	22q12.2	2.44	2.48	1.06	1.06	-0.04	0.732	0.857	(B) White
H2BFWT	Xq22.2	0.13	0.15	0.51	0.72	-0.02	0.732	0.857	(B) White
LCN1	9q34.3	0.12	0.11	0.43	0.32	0.01	0.732	0.857	(A) Asian
MAP6D1	3q27.1	4.67	4.70	0.88	0.86	-0.03	0.732	0.857	(B) White
PATL1	11q12.1	9.96	9.98	0.58	0.68	-0.02	0.732	0.857	(B) White
REEP5	5q22.2	11.98	12.00	0.59	0.50	-0.02	0.732	0.857	(B) White
KLHL3	5q31.2	5.74	5.82	1.88	1.87	-0.07	0.732	0.857	(B) White
SERPINA7	Xq22.3	11.01	10.89	3.01	3.13	0.12	0.732	0.857	(A) Asian
PECAM1	17q23.3	9.89	9.92	0.81	0.81	-0.03	0.733	0.857	(B) White
LINC00852	3p25.3	3.52	3.49	0.80	0.76	0.03	0.733	0.857	(A) Asian
STATH	4q13.3	0.01	0.00	0.08	0.05	0.00	0.733	0.858	(A) Asian
BIRC8	19q13.42	0.01	0.01	0.07	0.09	0.00	0.733	0.858	(A) Asian
GGA2	16p12.2	10.54	10.52	0.55	0.56	0.02	0.734	0.858	(A) Asian
BCAS3	17q23.2	9.17	9.19	0.72	0.68	-0.03	0.734	0.858	(B) White
FKSG29	13q32.3	0.06	0.07	0.21	0.24	-0.01	0.734	0.858	(B) White
HSD11B2	16q22.1	7.41	7.45	1.07	1.23	-0.04	0.734	0.858	(B) White
LOH12CR2	12p13.2	4.48	4.45	0.85	0.83	0.03	0.734	0.858	(A) Asian
NAGA	22q13.2	10.52	10.55	0.71	0.81	-0.03	0.734	0.858	(B) White
ASMT	Xp22.33 and Yp11.2	0.52	0.49	0.74	0.72	0.03	0.734	0.858	(A) Asian
LYPLA2	1p36.11	11.05	11.03	0.62	0.59	0.02	0.734	0.858	(A) Asian
PI15	8q21.13	3.80	3.89	2.52	2.43	-0.09	0.734	0.858	(B) White
TMEM161A	19p13.11	10.41	10.39	0.61	0.68	0.02	0.734	0.858	(A) Asian
PLAGL2	20q11.21	8.10	8.07	0.86	0.77	0.03	0.734	0.858	(A) Asian
RPE65	1p31.3	0.33	0.31	0.53	0.54	0.02	0.734	0.858	(A) Asian
URI1	19q12	10.14	10.15	0.45	0.44	-0.02	0.734	0.858	(B) White
ZNF10	12q24.33	6.91	6.94	0.71	0.89	-0.03	0.734	0.858	(B) White
OPRK1	8q11.23	0.43	0.39	1.19	0.89	0.04	0.735	0.858	(A) Asian
ENDOG	9q34.11	9.06	9.10	1.00	0.99	-0.04	0.735	0.858	(B) White
GABARAP	17p13.1	12.59	12.56	0.68	0.64	0.02	0.735	0.858	(A) Asian
CDY2B	Yq11.222	0.02	0.02	0.14	0.14	-0.01	0.735	0.858	(B) White
SLC43A1	11q12.1	11.94	11.97	1.00	0.85	-0.03	0.735	0.858	(B) White
LYPD3	19q13.31	4.55	4.49	1.45	1.37	0.05	0.735	0.858	(A) Asian
TUT7	9q21.33	9.71	9.68	0.92	0.87	0.03	0.735	0.858	(A) Asian
OSER1	20q13.12	9.60	9.58	0.48	0.50	0.02	0.735	0.858	(A) Asian
CYREN	7q33	9.25	9.23	0.52	0.60	0.02	0.735	0.858	(A) Asian
CZIB	1p32.3	9.41	9.39	0.61	0.55	0.02	0.735	0.858	(A) Asian
OR51M1	11p15.4	0.02	0.03	0.19	0.16	-0.01	0.735	0.858	(B) White
PPP1R3F	Xp11.23	6.49	6.45	1.17	1.10	0.04	0.735	0.859	(A) Asian
PDHA1	Xp22.12	11.24	11.26	0.47	0.57	-0.02	0.735	0.859	(B) White
ZNF630	Xp11.23	3.47	3.52	1.67	1.44	-0.06	0.735	0.859	(B) White
GRK2	11q13.2	10.76	10.74	0.52	0.42	0.02	0.735	0.859	(A) Asian
SLC35G5	8p23.1	0.57	0.55	0.60	0.65	0.02	0.736	0.859	(A) Asian
LINC01634	22q11.21	0.70	0.66	0.95	0.88	0.03	0.736	0.859	(A) Asian
CDX2	13q12.2	1.13	1.06	1.73	1.87	0.07	0.736	0.859	(A) Asian
ZNF273	7q11.21	5.24	5.28	1.06	0.97	-0.04	0.736	0.859	(B) White
MIR924HG	18q12.2-q12.3	2.19	2.11	1.91	1.91	0.07	0.736	0.859	(A) Asian
IPO7	11p15.4	11.16	11.14	0.66	0.54	0.02	0.736	0.859	(A) Asian
CD244	1q23.3	4.06	4.01	1.48	1.38	0.05	0.736	0.859	(A) Asian
OAZ1	19p13.3	13.30	13.33	0.69	0.64	-0.02	0.736	0.859	(B) White
C1ORF94	1p35.1	0.17	0.15	0.75	0.59	0.03	0.736	0.859	(A) Asian
CCL16	17q12	9.78	9.89	3.17	2.81	-0.11	0.736	0.859	(B) White
DMRT3	9p24.3	0.30	0.33	0.86	0.94	-0.03	0.736	0.859	(B) White
MCMDC2	8q13.1	5.19	5.23	1.03	0.98	-0.04	0.736	0.859	(B) White
DNAJC8	1p35.3	10.73	10.71	0.49	0.40	0.02	0.736	0.859	(A) Asian
MEI1	22q13.2	3.91	3.85	1.65	1.71	0.06	0.737	0.860	(A) Asian
RBFA	18q23	9.12	9.09	0.67	0.69	0.03	0.737	0.860	(A) Asian
LINC00661	19p13.12	0.81	0.86	1.42	1.42	-0.05	0.737	0.860	(B) White
VAPB	20q13.32	10.02	10.04	0.42	0.44	-0.02	0.737	0.860	(B) White
TMEM214	2p23.3	11.43	11.42	0.41	0.38	0.01	0.737	0.860	(A) Asian
BCL2L13	22q11.21	10.36	10.34	0.44	0.44	0.02	0.737	0.860	(A) Asian
MOK	14q32.31	5.97	6.00	0.92	0.90	-0.03	0.737	0.860	(B) White
POU4F1	13q31.1	1.01	1.06	1.41	1.33	-0.05	0.737	0.860	(B) White
GRAMD1B	11q24.1	4.58	4.67	2.52	2.58	-0.09	0.738	0.860	(B) White
ZNF271P	18q12.2	8.99	8.97	0.47	0.43	0.02	0.738	0.860	(A) Asian
CHD5	1p36.31	0.87	0.91	1.05	1.25	-0.04	0.738	0.860	(B) White
DPYS	8q22.3	11.50	11.60	2.56	2.61	-0.10	0.738	0.860	(B) White
PTGIR	19q13.32	5.40	5.46	1.56	1.60	-0.06	0.738	0.860	(B) White
GABRQ	Xq28	0.71	0.67	1.17	0.99	0.04	0.738	0.860	(A) Asian
SLC22A14	3p22.2	0.58	0.60	0.74	0.69	-0.03	0.738	0.860	(B) White
EXOC2	6p25.3	9.39	9.37	0.49	0.49	0.02	0.738	0.860	(A) Asian
MBOAT2	2p25.1	4.16	4.10	1.91	1.56	0.06	0.738	0.861	(A) Asian
FAM153A	5q35.3	1.57	1.64	1.68	1.69	-0.06	0.738	0.861	(B) White
SGTB	5q12.3	6.78	6.80	0.77	0.72	-0.03	0.738	0.861	(B) White
ITGB4	17q25.1	8.06	8.12	1.54	1.66	-0.06	0.738	0.861	(B) White
OR11L1	1q44	0.01	0.01	0.08	0.06	0.00	0.739	0.861	(A) Asian
SLC25A14	Xq26.1	6.62	6.59	0.71	0.63	0.02	0.739	0.861	(A) Asian
LCE5A	1q21.3	0.06	0.07	0.20	0.28	-0.01	0.739	0.861	(B) White
VGLL1	Xq26.3	0.52	0.47	1.34	1.17	0.05	0.739	0.861	(A) Asian
C5ORF30	5q21.1	5.73	5.80	1.83	1.75	-0.07	0.739	0.861	(B) White
GDPGP1	15q26.1	5.65	5.67	0.62	0.53	-0.02	0.739	0.861	(B) White
OR6K2	1q23.1	0.01	0.00	0.07	0.04	0.00	0.739	0.861	(A) Asian
SPDYE3	7q22.1	6.14	6.17	0.83	0.83	-0.03	0.739	0.861	(B) White
ZDHHC2	8p22	6.94	6.99	1.49	1.36	-0.05	0.739	0.861	(B) White
ZBTB47	3p22.1	7.91	7.94	0.91	0.89	-0.03	0.739	0.861	(B) White
TXNDC15	5q31.1	10.02	10.00	0.44	0.45	0.02	0.739	0.861	(A) Asian
SLC37A2	11q24.2	6.81	6.77	1.35	1.14	0.05	0.740	0.862	(A) Asian
IRX5	16q12.2	2.38	2.44	1.95	1.73	-0.07	0.740	0.862	(B) White
EMC6	17p13.2	8.95	8.92	0.73	0.73	0.03	0.740	0.862	(A) Asian
LRP5L	22q11.23	6.90	6.87	1.09	0.83	0.04	0.740	0.862	(A) Asian
FAM170B	10q11.23	0.22	0.21	0.41	0.42	0.02	0.740	0.862	(A) Asian
KLKP1	19q13.33	0.20	0.23	0.74	0.92	-0.03	0.740	0.862	(B) White
LYZL1	10p12.1-p11.23	0.13	0.12	0.41	0.38	0.01	0.740	0.862	(A) Asian
SMIM30	7q31.1	8.66	8.69	1.00	0.95	-0.04	0.740	0.862	(B) White
MRPL39	21q21.3	8.70	8.73	0.53	0.75	-0.02	0.740	0.862	(B) White
NPHP1	2q13	3.98	3.94	1.32	1.35	0.05	0.740	0.862	(A) Asian
OR1L6	9q33.2	0.01	0.01	0.08	0.09	-0.00	0.740	0.862	(B) White
HJV	1q21.1	11.46	11.55	2.68	2.65	-0.10	0.740	0.862	(B) White
DNAJB13	11q13.4	1.32	1.26	1.53	1.61	0.06	0.740	0.862	(A) Asian
CYP2F1	19q13.2	0.29	0.27	0.70	0.53	0.02	0.740	0.862	(A) Asian
MIF4GD	17q25.1	8.89	8.87	0.62	0.66	0.02	0.741	0.862	(A) Asian
PLEKHN1	1p36.33	3.51	3.44	1.89	1.95	0.07	0.741	0.862	(A) Asian
UPB1	22q11.23	11.19	11.29	2.64	2.53	-0.09	0.741	0.862	(B) White
NPL	1q25.3	8.29	8.34	1.39	1.37	-0.05	0.741	0.862	(B) White
TMEM63A	1q42.12	10.49	10.53	0.94	0.86	-0.03	0.741	0.862	(B) White
ATP1B2	17p13.1	5.77	5.83	1.88	1.42	-0.06	0.741	0.862	(B) White
CST13P	20p11.21	0.01	0.01	0.09	0.11	-0.00	0.741	0.862	(B) White
CXCL11	4q21.1	5.13	5.20	1.95	2.00	-0.07	0.741	0.862	(B) White
TMEM229A	7q31.32	0.20	0.17	0.74	0.59	0.02	0.741	0.863	(A) Asian
FPGS	9q34.11	10.45	10.47	0.63	0.71	-0.02	0.741	0.863	(B) White
GAGE12J	Xp11.23	1.09	1.17	2.34	2.32	-0.08	0.742	0.863	(B) White
FLG	1q21.3	1.87	1.93	1.80	1.74	-0.06	0.742	0.863	(B) White
HMX3	10q26.13	0.33	0.30	1.04	0.96	0.04	0.742	0.863	(A) Asian
STAG3L2	7q11.23	5.37	5.41	1.03	1.00	-0.04	0.742	0.863	(B) White
ADAMTS3	4q13.3	2.96	3.03	1.99	1.85	-0.07	0.742	0.863	(B) White
APOBEC3D	22q13.1	5.19	5.13	1.70	1.41	0.06	0.742	0.863	(A) Asian
FAM155B	Xq13.1	4.23	4.14	2.36	2.58	0.09	0.742	0.863	(A) Asian
AICDA	12p13.31	0.34	0.37	0.82	0.78	-0.03	0.742	0.863	(B) White
SLC22A2	6q25.3	1.01	1.05	1.28	1.15	-0.04	0.742	0.863	(B) White
ZMIZ2	7p13	10.65	10.63	0.56	0.55	0.02	0.742	0.863	(A) Asian
BHLHA15	7q21.3	3.47	3.53	1.75	1.71	-0.06	0.742	0.863	(B) White
SFT2D3	2q14.3	8.90	8.88	0.56	0.54	0.02	0.742	0.863	(A) Asian
LINC01096	4p15.33	0.45	0.41	0.96	1.07	0.04	0.742	0.863	(A) Asian
PIK3R2	19p13.11	10.79	10.82	0.82	0.77	-0.03	0.742	0.863	(B) White
FOXH1	8q24.3	2.39	2.34	1.26	1.36	0.05	0.743	0.863	(A) Asian
SLITRK2	Xq27.3	0.61	0.58	1.12	0.94	0.04	0.743	0.863	(A) Asian
CDRT1	17p12	2.27	2.20	2.05	1.98	0.07	0.743	0.864	(A) Asian
TACC1	8p11.22	10.52	10.48	1.16	0.99	0.04	0.743	0.864	(A) Asian
TRIM27	6p22.1	10.97	10.95	0.52	0.50	0.02	0.743	0.864	(A) Asian
AP3B1	5q14.1	9.85	9.83	0.47	0.52	0.02	0.743	0.864	(A) Asian
PROX2	14q24.3	0.44	0.46	0.61	0.56	-0.02	0.743	0.864	(B) White
KALRN	3q21.1-q21.2	8.98	9.01	1.04	0.87	-0.03	0.743	0.864	(B) White
MAGEB4	Xp21.2	0.02	0.02	0.11	0.21	-0.01	0.743	0.864	(B) White
LYPD6	2q23.2	3.11	3.03	2.24	2.27	0.08	0.743	0.864	(A) Asian
CBFB	16q22.1	9.01	8.99	0.65	0.66	0.02	0.743	0.864	(A) Asian
TRAPPC4	11q23.3	9.52	9.50	0.68	0.61	0.02	0.743	0.864	(A) Asian
CAPS	19p13.3	7.73	7.69	1.21	1.03	0.04	0.743	0.864	(A) Asian
VMAC	19p13.3	6.34	6.32	0.61	0.54	0.02	0.744	0.864	(A) Asian
MRPL1	4q21.1	8.70	8.72	0.64	0.62	-0.02	0.744	0.864	(B) White
AMDHD1	12q23.1	10.10	10.04	1.86	1.85	0.07	0.744	0.864	(A) Asian
FOLH1B	11q14.3	4.05	4.16	2.88	2.91	-0.10	0.744	0.864	(B) White
LIMS2	2q14.3	9.58	9.54	1.19	1.13	0.04	0.744	0.864	(A) Asian
LMOD2	7q31.32	0.71	0.75	1.08	1.15	-0.04	0.744	0.864	(B) White
ALS2CL	3p21.31	8.91	8.96	1.46	1.31	-0.05	0.744	0.864	(B) White
DUSP13	10q22.2	1.23	1.29	1.72	1.84	-0.06	0.744	0.864	(B) White
C20ORF144	20q11.22	0.16	0.15	0.34	0.33	0.01	0.744	0.864	(A) Asian
C20ORF85	20q13.32	0.03	0.02	0.21	0.16	0.01	0.744	0.864	(A) Asian
DSTYK	1q32.1	8.25	8.23	0.79	0.75	0.03	0.744	0.864	(A) Asian
CYSRT1	9q34.3	3.40	3.36	1.08	1.24	0.04	0.744	0.864	(A) Asian
ZNF527	19q13.12	6.36	6.38	0.61	0.65	-0.02	0.744	0.864	(B) White
RRNAD1	1q23.1	9.72	9.69	0.61	0.57	0.02	0.745	0.864	(A) Asian
SUN1	7p22.3	10.74	10.77	0.69	0.62	-0.02	0.745	0.865	(B) White
TNFSF14	19p13.3	5.58	5.50	2.21	2.33	0.08	0.745	0.865	(A) Asian
ELSPBP1	19q13.33	0.03	0.04	0.30	0.34	-0.01	0.745	0.865	(B) White
MCTS1	Xq24	10.10	10.12	0.59	0.52	-0.02	0.746	0.865	(B) White
ICAM5	19p13.2	1.92	2.00	1.96	1.99	-0.07	0.746	0.865	(B) White
TMEM189-UBE2V1	20q13.13	0.71	0.67	1.38	1.32	0.05	0.746	0.865	(A) Asian
LOC286238	9q22.1	0.00	0.01	0.05	0.06	-0.00	0.746	0.865	(B) White
CHRNB3	8p11.21	0.16	0.13	0.84	0.61	0.03	0.746	0.865	(A) Asian
CUL4B	Xq24	10.46	10.48	0.58	0.45	-0.02	0.746	0.865	(B) White
GUCY2F	Xq22.3-q23	0.17	0.15	0.48	0.38	0.02	0.747	0.866	(A) Asian
LAPTM5	1p35.2	10.81	10.77	1.24	1.15	0.04	0.747	0.866	(A) Asian
DUSP3	17q21.31	11.90	11.88	0.54	0.53	0.02	0.747	0.866	(A) Asian
TSPAN13	7p21.1	8.89	8.96	2.10	1.93	-0.07	0.747	0.866	(B) White
NRIP3	11p15.4	2.73	2.77	1.31	1.22	-0.05	0.747	0.866	(B) White
ADAM2	8p11.22	0.04	0.05	0.32	0.26	-0.01	0.747	0.866	(B) White
CDH6	5p13.3	5.88	5.95	1.88	1.88	-0.07	0.747	0.867	(B) White
TADA2A	17q12	6.62	6.64	0.70	0.79	-0.03	0.747	0.867	(B) White
C15ORF32	15q26.1	0.02	0.03	0.22	0.25	-0.01	0.748	0.867	(B) White
AS3MT	10q24.32	10.55	10.59	1.31	1.27	-0.05	0.748	0.867	(B) White
HIST1H2BN	6p22.1	3.47	3.52	1.36	1.38	-0.05	0.748	0.867	(B) White
AP4E1	15q21.2	7.87	7.85	0.50	0.58	0.02	0.748	0.867	(A) Asian
PPIG	2q31.1	9.87	9.89	0.44	0.49	-0.02	0.748	0.867	(B) White
BAD	11q13.1	10.15	10.13	0.69	0.66	0.02	0.748	0.867	(A) Asian
AWAT2	Xq13.1	0.28	0.26	0.69	0.65	0.02	0.748	0.867	(A) Asian
EFR3A	8q24.22	10.90	10.93	0.79	0.86	-0.03	0.748	0.867	(B) White
ZNF674	Xp11.3	5.88	5.90	0.58	0.56	-0.02	0.748	0.867	(B) White
YWHAQ	2p25.1	11.79	11.81	0.62	0.57	-0.02	0.748	0.867	(B) White
CCDC88B	11q13.1	7.70	7.74	1.27	1.27	-0.04	0.749	0.867	(B) White
BMS1	10q11.21	9.86	9.85	0.37	0.38	0.01	0.749	0.867	(A) Asian
BAG1	9p13.3	10.29	10.27	0.72	0.63	0.02	0.749	0.867	(A) Asian
BHMT2	5q14.1	12.12	12.19	1.84	1.81	-0.06	0.749	0.867	(B) White
ZNF566	19q13.12	6.90	6.92	0.62	0.57	-0.02	0.749	0.867	(B) White
TSTD1	1q23.3	9.57	9.61	1.41	1.06	-0.04	0.749	0.868	(B) White
RHOH	4p14	5.10	5.15	1.70	1.49	-0.06	0.749	0.868	(B) White
KLK4	19q13.41	1.10	1.19	2.33	2.39	-0.08	0.749	0.868	(B) White
MT1A	16q13	6.30	6.39	2.79	2.60	-0.10	0.750	0.868	(B) White
CD22	19q13.12	4.63	4.56	1.83	1.64	0.06	0.750	0.868	(A) Asian
OR2AK2	1q44	0.00	0.01	0.05	0.05	-0.00	0.750	0.869	(B) White
H2AFY2	10q22.1	7.65	7.57	2.38	2.11	0.08	0.750	0.869	(A) Asian
NSUN5P1	7q11.23	6.95	6.98	0.91	1.02	-0.03	0.750	0.869	(B) White
FBXO7	22q12.3	11.57	11.55	0.57	0.65	0.02	0.751	0.869	(A) Asian
SPANXB1	Xq27.1	0.22	0.25	0.83	0.84	-0.03	0.751	0.869	(B) White
CPLX3	15q24.1	0.73	0.70	1.10	0.92	0.04	0.751	0.869	(A) Asian
BEGAIN	14q32.2	3.11	3.19	2.33	1.89	-0.07	0.751	0.869	(B) White
DIAPH1	5q31.3	12.33	12.31	0.65	0.65	0.02	0.751	0.869	(A) Asian
HOXB8	17q21.32	1.04	1.09	1.45	1.32	-0.05	0.751	0.869	(B) White
